high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2008 00:14, 2008, 1, 1, 0, 14, , , , , , , , , , , , , , , , , , , , 
01/01/2008 00:54, 2008, 1, 1, 0, 54, 245.343, , 540.451, , 11.489, , 90.282, , 322.500, , 77.058, , 1863.120, , 13.424, , 134.693, , 514.055, 
01/01/2008 01:34, 2008, 1, 1, 1, 34, 245.338, , 539.522, , 11.687, , 90.212, , 322.362, , 76.952, , 1859.515, , 13.873, , 131.882, , 511.633, 
01/01/2008 02:14, 2008, 1, 1, 2, 14, 245.675, , 540.195, , 11.914, , 89.535, , 322.445, , 77.182, , 1861.569, , 12.505, , 130.096, , 513.231, 
01/01/2008 02:54, 2008, 1, 1, 2, 54, 245.131, , 539.161, , 11.656, , 89.994, , 322.115, , 76.341, , 1857.339, , , , 128.834, , 517.447, 
01/01/2008 03:34, 2008, 1, 1, 3, 34, 245.408, , 539.811, , 12.007, , 90.556, , 322.781, , 76.305, , 1869.730, , , , 134.387, , 514.251, 
01/01/2008 04:14, 2008, 1, 1, 4, 14, 245.351, , 539.798, , 11.845, , 90.042, , 322.805, , 77.101, , 1871.204, , 14.607, P, 131.854, , 511.245, 
01/01/2008 04:54, 2008, 1, 1, 4, 54, 245.905, , 540.322, , 11.805, , 90.263, , 322.848, , 76.540, , 1873.318, , 14.915, P, 130.159, , 513.651, 
01/01/2008 05:34, 2008, 1, 1, 5, 34, 245.552, , 539.037, , 11.415, , 90.175, , 322.670, , 76.476, , 1872.459, , 16.100, P, 129.225, , 513.734, 
01/01/2008 06:14, 2008, 1, 1, 6, 14, 245.592, , 540.251, , 11.564, , 90.122, , 322.580, , 76.574, , 1864.899, , 16.943, P, 127.761, , 510.390, 
01/01/2008 06:54, 2008, 1, 1, 6, 54, 245.555, , 539.972, , 11.847, , 90.225, , , , 77.180, , 1870.985, , 15.216, P, 127.807, , 508.094, 
