high frequency data, created:, 12-Jun-2019
GC-MD, Cape Grim, Tasmania, Lat.:, -40.68, 40.68S, Lon.:, 144.69, 144.69E, Alt:, 94, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/1996 00:46, 1996, 1, 1, 0, 46, , , , , , , , , , , , , , , , , , , , 
01/01/1996 01:26, 1996, 1, 1, 1, 26, , , , , , , , , , , , , , , , , , , , 
01/01/1996 02:06, 1996, 1, 1, 2, 6, , , , , , , , , , , , , , , , , , , , 
01/01/1996 02:46, 1996, 1, 1, 2, 46, , , , , , , , , , , , , , , , , , , , 
01/01/1996 03:26, 1996, 1, 1, 3, 26, , , , , , , , , , , , , , , , , , , , 
01/01/1996 04:06, 1996, 1, 1, 4, 6, , , , , , , , , , , , , , , , , , , , 
01/01/1996 04:46, 1996, 1, 1, 4, 46, , , , , , , , , , , , , , , , , , , , 
01/01/1996 05:26, 1996, 1, 1, 5, 26, , , 523.939, , 93.078, , 99.486, , 311.553, , 82.309, , 1695.098, , 16.716, P, 50.930, P, , 
01/01/1996 06:06, 1996, 1, 1, 6, 6, , , 523.854, , 93.044, , 99.844, , 311.640, , 82.013, , 1695.400, , 12.639, P, 49.829, , 545.230, 
01/01/1996 06:46, 1996, 1, 1, 6, 46, 261.880, , 523.521, , 92.918, , 99.041, , 311.377, , 82.254, , 1697.318, , 11.340, P, 50.172, , 546.769, 
01/01/1996 07:26, 1996, 1, 1, 7, 26, 261.726, , 524.165, , 92.402, , 99.406, , 311.575, , 82.358, , 1696.326, , 10.350, P, 49.672, , 544.535, 
01/01/1996 08:06, 1996, 1, 1, 8, 6, 261.813, , 523.797, , 92.503, , 99.453, , 311.652, , 82.421, , 1696.667, , 9.233, P, 50.128, , 544.613, 
01/01/1996 08:46, 1996, 1, 1, 8, 46, 261.784, , 523.922, , 93.392, , 99.738, , 311.848, , 82.367, , 1695.972, , 9.554, P, 49.459, , 547.352, 
01/01/1996 09:26, 1996, 1, 1, 9, 26, 261.669, , 523.236, , 93.298, , 99.739, , 311.411, , 82.507, , 1695.682, , 9.151, P, 49.628, , 546.765, 
01/01/1996 10:06, 1996, 1, 1, 10, 6, 261.940, , 522.897, , 92.146, , 99.000, , 311.430, , 82.363, , 1695.296, , 9.444, P, 49.301, , 547.709, 
01/01/1996 10:46, 1996, 1, 1, 10, 46, 261.862, , 523.212, , , , 99.203, , 311.534, , 82.522, , 1695.785, , 8.175, P, 49.256, , 544.767, 
01/01/1996 11:26, 1996, 1, 1, 11, 26, 262.013, , 523.060, , , , 99.537, , 311.478, , 82.862, , 1695.623, , 8.119, P, 49.058, , 544.182, 
01/01/1996 12:06, 1996, 1, 1, 12, 6, 261.487, , 523.635, , 92.295, , 99.966, , 311.668, , 82.006, , 1694.994, , 9.943, P, , , 545.880, 
01/01/1996 12:46, 1996, 1, 1, 12, 46, 261.713, , 523.621, , 92.217, , 100.213, , 311.514, , 81.957, , 1695.698, , 11.680, P, 50.225, , 546.761, 
01/01/1996 13:26, 1996, 1, 1, 13, 26, , , , , , , , , , , , , 1696.513, , , , 49.816, , 546.848, 
01/01/1996 14:26, 1996, 1, 1, 14, 26, , , , , , , , , , , , , 1695.662, , , , 49.705, , 548.762, 
01/01/1996 15:06, 1996, 1, 1, 15, 6, 261.930, , 524.110, , 92.396, , 99.464, , 311.502, , 82.418, , 1694.182, , 12.198, P, 50.001, , 548.216, 
01/01/1996 15:46, 1996, 1, 1, 15, 46, 261.729, , 523.690, , 91.858, , 100.333, , 311.677, , 82.218, , 1694.025, , 11.172, P, 49.126, , 545.085, 
01/01/1996 16:26, 1996, 1, 1, 16, 26, 261.827, , 523.361, , 92.672, , 99.467, , 311.505, , 82.623, , 1696.115, , 9.316, P, 49.192, , 547.527, 
01/01/1996 17:06, 1996, 1, 1, 17, 6, 261.555, , 523.019, , , , 99.349, , 311.787, , 82.390, , 1696.427, , 9.343, P, 49.652, , 548.401, 
01/01/1996 17:46, 1996, 1, 1, 17, 46, 261.814, , 523.966, , , , 99.927, , 311.808, , 82.549, , 1694.545, , 10.345, P, 49.767, , 543.737, 
01/01/1996 18:26, 1996, 1, 1, 18, 26, 262.392, , 524.002, , 92.283, , , , 311.577, , 83.029, , 1694.428, , 7.892, P, 49.012, , 546.417, 
01/01/1996 19:06, 1996, 1, 1, 19, 6, 262.233, , 524.729, , 91.245, , 99.920, , 311.588, , 82.555, , 1693.815, , 7.791, P, 49.703, , 545.129, 
01/01/1996 19:46, 1996, 1, 1, 19, 46, 261.748, , 523.553, , 92.052, , 99.493, , 311.385, , 82.378, , 1693.553, , 7.390, P, 49.257, , 547.541, 
01/01/1996 20:26, 1996, 1, 1, 20, 26, 261.860, , 523.940, , 92.521, , 99.667, , 311.328, , 82.558, , 1693.877, , 6.979, P, 49.404, , 547.194, 
01/01/1996 21:06, 1996, 1, 1, 21, 6, 261.392, , 523.348, , 91.362, , 99.804, , 311.345, , 82.720, , 1694.805, , 7.122, P, 48.898, , 548.424, 
01/01/1996 21:46, 1996, 1, 1, 21, 46, 262.210, , 523.545, , 92.467, , 99.483, , 311.324, , 82.616, , 1693.267, , 7.516, P, 48.820, , 548.759, 
01/01/1996 22:26, 1996, 1, 1, 22, 26, 261.923, , 523.766, , 92.532, , 99.371, , 311.625, , 82.853, , 1693.739, , 5.747, , 48.766, , 547.732, 
01/01/1996 23:06, 1996, 1, 1, 23, 6, 262.086, , 523.772, , 92.974, , 101.057, P, 311.594, , 82.100, , 1694.169, , 6.674, P, 48.791, , 548.382, 
01/01/1996 23:47, 1996, 1, 1, 23, 47, 261.891, , 524.263, , 92.990, , 98.929, , 311.582, , 82.242, , 1693.691, , 6.554, P, 49.041, , 549.040, 
01/02/1996 00:27, 1996, 1, 2, 0, 27, 261.818, , 523.956, , 91.940, , 100.348, , 311.588, , 82.343, , 1692.094, , 5.375, , 48.700, , 548.973, 
