high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2010 00:31, 2010, 1, 1, 0, 31, 241.803, , 534.594, , 8.638, , 87.462, , 323.684, , 75.467, , 1880.468, , 12.760, , 130.404, , 505.961, 
01/01/2010 01:11, 2010, 1, 1, 1, 11, 241.956, , 534.324, , 8.607, , 87.470, , 324.074, , 75.682, , 1872.279, , 13.091, , 126.036, , 510.252, 
01/01/2010 01:51, 2010, 1, 1, 1, 51, 241.760, , 534.600, , 8.561, , 87.827, , 324.004, , 75.753, , 1880.259, , 14.472, P, 129.090, , 500.975, 
01/01/2010 02:31, 2010, 1, 1, 2, 31, 242.040, , 534.656, , 8.121, , 87.459, , 323.721, , 75.804, , 1881.019, , 14.986, P, 126.267, , 499.420, 
01/01/2010 03:11, 2010, 1, 1, 3, 11, 242.040, , 534.757, , 8.191, , 87.215, , 324.090, , 75.635, , 1890.780, , 16.108, P, 126.798, , 498.224, 
01/01/2010 03:51, 2010, 1, 1, 3, 51, 241.833, , 534.744, , 8.665, , 87.044, , 323.797, , 75.729, , 1881.551, , 17.021, P, 127.242, , 490.759, 
01/01/2010 04:31, 2010, 1, 1, 4, 31, 241.854, , 535.158, , 8.328, , 87.599, , 323.688, , 75.661, , 1889.612, , 17.635, P, 127.867, , 494.409, 
01/01/2010 05:11, 2010, 1, 1, 5, 11, 242.413, , 534.991, , 8.504, , 87.700, , 324.032, , 75.604, , 1885.746, , 15.106, P, 127.891, , 498.426, 
01/01/2010 05:51, 2010, 1, 1, 5, 51, 241.794, , 534.648, , 8.464, , 87.752, , 323.912, , 75.564, , 1884.724, , 15.043, P, 128.183, , 490.028, 
01/01/2010 06:31, 2010, 1, 1, 6, 31, 242.158, , 534.634, , 8.179, , 87.713, , 323.936, , 75.764, , 1890.937, , 15.987, P, 128.882, , 492.225, 
01/01/2010 07:11, 2010, 1, 1, 7, 11, 241.882, , 534.925, , 8.441, , 87.647, , 323.875, , 75.409, , 1891.976, , 14.807, P, 130.763, , 492.231, 
01/01/2010 07:52, 2010, 1, 1, 7, 52, 241.784, , 534.848, , 8.641, , 87.762, , 323.812, , 75.555, , 1894.857, P, 16.893, P, 132.925, , 487.362, 
01/01/2010 08:32, 2010, 1, 1, 8, 32, 242.168, , 535.128, , 8.763, , 87.632, , 324.020, , 75.641, , 1895.301, P, 16.704, P, 137.001, P, 489.150, 
01/01/2010 09:12, 2010, 1, 1, 9, 12, 241.792, , 534.605, , 8.403, , 87.630, , 323.866, , 75.489, , 1892.194, , 16.050, P, 133.038, , 495.438, 
01/01/2010 09:52, 2010, 1, 1, 9, 52, 242.003, , 534.803, , 8.362, , 87.657, , 323.732, , 75.758, , 1889.229, , 15.438, P, 135.732, P, 496.224, 
01/01/2010 10:32, 2010, 1, 1, 10, 32, 242.215, , 534.454, , 8.658, , 87.402, , 323.958, , 75.894, , 1894.801, P, 14.406, P, 131.386, , 502.924, 
01/01/2010 11:12, 2010, 1, 1, 11, 12, 242.019, , 534.800, , 8.465, , 87.827, , 324.081, , 75.647, , 1904.825, P, 16.938, P, 147.758, P, 493.870, 
01/01/2010 11:52, 2010, 1, 1, 11, 52, 242.126, , 534.276, , 8.312, , 87.438, , 323.796, , 75.674, , 1901.564, P, 14.787, P, 132.486, , 496.531, 
01/01/2010 12:32, 2010, 1, 1, 12, 32, 241.796, , 534.564, , 8.395, , 87.572, , 324.080, , 75.656, , 1887.549, , 14.032, P, 175.083, P, 498.873, 
01/01/2010 13:12, 2010, 1, 1, 13, 12, , , , , , , , , , , , , , , , , , , , 
01/01/2010 15:15, 2010, 1, 1, 15, 15, , , , , , , , , , , , , 1899.525, P, , , 138.881, P, 496.063, 
01/01/2010 15:55, 2010, 1, 1, 15, 55, , , , , 8.148, , 87.631, , , , 76.021, , 1912.708, P, 15.119, P, , , 515.252, 
01/01/2010 16:35, 2010, 1, 1, 16, 35, 242.037, , 534.865, , 8.618, , 87.943, , 324.113, , 75.927, , 1899.465, P, 14.988, P, , , 520.533, 
01/01/2010 17:15, 2010, 1, 1, 17, 15, 242.046, , 534.873, , 8.300, , 87.709, , 323.933, , 75.565, , 1886.638, , 14.001, P, 130.551, , 502.136, 
01/01/2010 17:55, 2010, 1, 1, 17, 55, 241.842, , 534.347, , 8.298, , 87.556, , 324.060, , 75.738, , 1890.892, , 14.771, P, 199.927, P, 499.603, 
01/01/2010 18:35, 2010, 1, 1, 18, 35, 241.905, , 534.537, , 8.556, , 87.701, , 323.963, , 76.115, , 1894.187, P, 13.997, P, 188.980, P, 509.427, 
01/01/2010 19:15, 2010, 1, 1, 19, 15, 242.166, , 535.196, , 8.875, , 87.595, , 324.048, , 75.962, , 1893.139, , 15.376, P, 165.047, P, 500.317, 
01/01/2010 19:55, 2010, 1, 1, 19, 55, 241.971, , 534.163, , 8.751, , 87.477, , 323.892, , 75.865, , 1888.091, , 16.193, P, 136.382, P, 500.082, 
01/01/2010 20:35, 2010, 1, 1, 20, 35, 242.072, , 534.587, , 8.220, , 87.580, , 323.911, , 75.698, , 1892.543, , 16.875, P, 145.744, P, 497.845, 
01/01/2010 21:15, 2010, 1, 1, 21, 15, 242.084, , 534.718, , 8.369, , 87.404, , 324.137, , 75.796, , 1901.779, P, 19.525, P, 156.080, P, 493.348, 
01/01/2010 21:55, 2010, 1, 1, 21, 55, 242.044, , 534.769, , 8.817, , 87.598, , 323.903, , 75.677, , 1902.851, P, 17.714, P, 144.234, P, 496.636, 
01/01/2010 22:35, 2010, 1, 1, 22, 35, 242.238, , 534.848, , 8.628, , 87.783, , 323.883, , 75.667, , 1890.921, , 17.281, P, 134.964, , 493.147, 
01/01/2010 23:15, 2010, 1, 1, 23, 15, 241.885, , 534.307, , 8.795, , 87.758, , 323.651, , 75.507, , 1882.570, , 13.303, , 131.664, , 496.117, 
01/01/2010 23:55, 2010, 1, 1, 23, 55, 241.837, , 534.522, , 8.537, , 87.538, , 324.082, , 75.371, , 1915.077, P, 26.047, P, 156.491, P, 486.246, 
01/02/2010 01:15, 2010, 1, 2, 1, 15, , , , , , , , , , , , , 1903.818, P, , , 145.858, P, 483.920, P
01/02/2010 01:55, 2010, 1, 2, 1, 55, , , , , 8.197, , 87.804, , , , 75.484, , 1884.905, , 17.390, P, 134.208, , 494.534, 
01/02/2010 02:35, 2010, 1, 2, 2, 35, 241.972, , 534.277, , 8.205, , 87.268, , 323.965, , 75.673, , 1894.158, , 17.866, P, 138.240, P, 495.383, 
01/02/2010 03:15, 2010, 1, 2, 3, 15, 242.068, , 534.760, , 8.191, , 87.859, , 323.822, , 75.801, , 1895.615, , 20.865, P, 133.013, , 492.602, 
01/02/2010 03:55, 2010, 1, 2, 3, 55, 242.032, , 534.840, , 8.574, , 87.760, , 323.762, , 75.699, , 1885.157, , 11.539, , 129.226, , 501.527, 
01/02/2010 04:35, 2010, 1, 2, 4, 35, 242.109, , 535.158, , 8.714, , 87.599, , 323.849, , 75.753, , 1884.967, , 11.698, , 127.829, , 502.321, 
01/02/2010 05:15, 2010, 1, 2, 5, 15, 241.990, , 534.209, , 8.391, , 87.572, , 323.750, , 75.749, , 1893.352, , 17.146, P, 130.097, , 492.239, 
01/02/2010 05:55, 2010, 1, 2, 5, 55, 242.247, , 534.138, , 8.679, , 87.703, , 323.849, , 75.481, , 1882.005, , 13.278, , 129.356, , 495.831, 
01/02/2010 06:36, 2010, 1, 2, 6, 36, 242.126, , 534.397, , 8.502, , 87.507, , 323.835, , 75.405, , 1890.275, , 15.070, P, 129.619, , 496.855, 
01/02/2010 07:16, 2010, 1, 2, 7, 16, 241.866, , 534.241, , 8.162, , 87.593, , 323.774, , 75.613, , 1894.580, , 16.527, P, 129.463, , 497.165, 
01/02/2010 07:56, 2010, 1, 2, 7, 56, 241.915, , 534.966, , 8.437, , 87.601, , 323.844, , 75.687, , 1894.166, , 17.319, P, 130.740, , , 
01/02/2010 08:36, 2010, 1, 2, 8, 36, 242.307, , 534.343, , 8.830, , 88.090, , 323.900, , 75.472, , 1888.695, , 13.746, P, 128.306, , , 
01/02/2010 09:16, 2010, 1, 2, 9, 16, 241.961, , 533.970, , 8.306, , 87.483, , 323.757, , 75.834, , 1888.455, , 14.998, P, 130.665, , 499.824, 
01/02/2010 09:56, 2010, 1, 2, 9, 56, 241.976, , 535.241, , 8.779, , 87.454, , 324.100, , 75.460, , 1888.466, , 14.662, P, 128.593, , 496.155, 
01/02/2010 10:36, 2010, 1, 2, 10, 36, 242.132, , 534.941, , 8.476, , 87.529, , 324.032, , 75.853, , 1906.461, P, 18.137, P, 131.424, , 486.955, 
01/02/2010 11:16, 2010, 1, 2, 11, 16, 242.269, , 534.387, , 8.246, , 87.733, , 323.808, , 76.093, , 1912.875, P, 23.604, P, 138.092, P, 486.517, 
01/02/2010 11:56, 2010, 1, 2, 11, 56, 241.980, , 534.752, , 8.370, , 87.460, , 324.041, , 75.841, , 1900.003, P, 19.443, P, 130.131, , 489.514, 
01/02/2010 12:36, 2010, 1, 2, 12, 36, 242.093, , 534.977, , 8.695, , 87.355, , 323.925, , 75.777, , 1880.256, , 13.847, P, 126.800, , 500.075, 
01/02/2010 13:16, 2010, 1, 2, 13, 16, 241.828, , 534.739, , 8.716, , 87.700, , 323.719, , 75.671, , 1882.833, , 12.559, , 127.766, , 500.916, 
