high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2012 00:06, 2012, 1, 1, 0, 6, , , , , , , , , , , -99.990, , , , , , , , , 
01/02/2012 00:05, 2012, 1, 2, 0, 5, , , , , , , , , , , -99.990, , 1885.125, , , , 124.474, , 505.406, 
01/02/2012 01:25, 2012, 1, 2, 1, 25, , , , , , , , , , , -99.990, , 1891.316, , , , 126.999, , 504.694, 
01/02/2012 02:05, 2012, 1, 2, 2, 5, , , , , 7.166, P, 85.853, , , , -99.990, , 1886.679, , 12.647, , 126.288, , 504.628, 
01/02/2012 02:45, 2012, 1, 2, 2, 45, 237.521, , 530.214, , 6.089, , 85.497, , 326.107, , -99.990, , 1886.155, , 11.312, , 126.456, , 506.711, 
01/02/2012 03:25, 2012, 1, 2, 3, 25, 237.591, , 530.087, , 6.343, , 85.770, , 326.114, , -99.990, , 1888.447, , 11.532, , 126.953, , 507.193, 
01/02/2012 04:05, 2012, 1, 2, 4, 5, 237.790, , 529.472, , 6.032, , 85.962, , 325.642, , -99.990, , 1892.110, , 12.451, , 126.910, , 505.429, 
01/02/2012 04:45, 2012, 1, 2, 4, 45, 237.814, , 529.477, , 6.111, , 86.799, P, 325.727, , -99.990, , 1888.934, , 12.335, , 126.443, , 508.690, 
01/02/2012 05:25, 2012, 1, 2, 5, 25, 237.122, , 528.638, , 6.051, , 85.776, , 325.636, , -99.990, , 1892.849, , 11.674, , 126.074, , 506.444, 
01/02/2012 06:05, 2012, 1, 2, 6, 5, 237.920, , 529.527, , 6.190, , 86.105, , 325.873, , -99.990, , 1890.294, , 11.568, , 125.834, , 508.681, 
01/02/2012 06:45, 2012, 1, 2, 6, 45, 237.865, , 530.604, , 6.147, , 85.373, , 326.090, , -99.990, , 1889.945, , 11.267, , 126.424, , 508.088, 
01/02/2012 07:25, 2012, 1, 2, 7, 25, 237.633, , 529.276, , 6.339, , 85.528, , 325.857, , -99.990, , 1895.277, , 12.049, , 125.930, , 507.233, 
01/02/2012 08:05, 2012, 1, 2, 8, 5, 237.339, , 529.230, , 6.450, , 86.008, , 325.681, , -99.990, , 1889.407, , 12.367, , 124.922, , 503.907, 
01/02/2012 08:45, 2012, 1, 2, 8, 45, 236.456, , 529.122, , 6.911, , 85.906, , 325.475, , -99.990, , 1884.396, , 11.899, , 124.901, , 509.244, 
