high frequency data, created:, 12-Jun-2019
GC-MD, Cape Grim, Tasmania, Lat.:, -40.68, 40.68S, Lon.:, 144.69, 144.69E, Alt:, 94, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/02/2001 00:39, 2001, 1, 2, 0, 39, , , , , , , , , , , , , , , , , -99.990, , 545.237, 
01/02/2001 01:19, 2001, 1, 2, 1, 19, , , 539.607, , , , , , 316.103, , , , , , 14.836, P, -99.990, , 537.233, 
01/02/2001 01:59, 2001, 1, 2, 1, 59, , , 540.407, , , , 94.663, , 316.010, , , , 1734.373, P, 14.645, P, -99.990, , 537.694, 
01/02/2001 02:39, 2001, 1, 2, 2, 39, , , 540.048, , 40.579, , 94.890, , 315.779, , , , 1735.021, P, 15.939, P, -99.990, , 536.331, 
01/02/2001 03:19, 2001, 1, 2, 3, 19, , , 540.400, , 40.384, , 94.230, , 316.033, , 81.163, , 1736.510, P, 16.063, P, -99.990, , 536.589, 
01/02/2001 03:59, 2001, 1, 2, 3, 59, , , 540.219, , 40.652, , 94.982, , 316.255, , 80.949, , 1738.325, P, 18.089, P, -99.990, , 542.180, 
01/02/2001 04:39, 2001, 1, 2, 4, 39, , , 541.426, P, 40.922, , 94.786, , 316.710, P, 81.048, , 1747.512, P, 16.748, P, -99.990, , 550.112, 
01/02/2001 05:19, 2001, 1, 2, 5, 19, , , 540.106, , 41.155, , 94.784, , 316.394, , 80.876, , 1742.343, P, 17.446, P, -99.990, , 546.949, 
01/02/2001 05:59, 2001, 1, 2, 5, 59, , , 540.995, , 40.519, , 94.586, , 316.660, P, 81.188, , 1748.129, P, 14.505, P, -99.990, , 538.709, 
01/02/2001 06:39, 2001, 1, 2, 6, 39, , , 540.943, , 41.445, , 94.373, , 316.253, , 81.084, , 1742.717, P, 18.025, P, -99.990, , 534.087, 
01/02/2001 07:19, 2001, 1, 2, 7, 19, 257.416, P, 542.304, P, 40.500, , 94.912, , 316.255, , 81.192, , 1749.742, P, 11.546, P, -99.990, , 530.727, 
01/02/2001 07:59, 2001, 1, 2, 7, 59, 257.391, P, 541.589, P, 41.612, , 95.206, , 316.912, P, 80.868, , 1739.981, P, 19.603, P, -99.990, , 539.105, 
01/02/2001 08:39, 2001, 1, 2, 8, 39, 257.200, , 541.928, P, 41.025, , , , 316.267, , 81.236, , 1744.715, P, 11.986, P, -99.990, , 550.808, 
01/02/2001 09:19, 2001, 1, 2, 9, 19, , , 538.775, , 40.671, , 94.705, , 315.645, , 80.920, , 1740.316, P, 20.558, P, -99.990, , 525.597, P
01/02/2001 09:59, 2001, 1, 2, 9, 59, 257.553, P, 540.992, , 40.292, , 95.088, , 316.794, P, 81.345, , 1741.896, P, 12.535, P, -99.990, , 526.712, P
01/02/2001 10:39, 2001, 1, 2, 10, 39, 256.600, , 540.187, , 40.703, , 94.730, , 316.230, , 81.013, , 1738.847, P, 16.954, P, -99.990, , 546.213, 
01/02/2001 11:19, 2001, 1, 2, 11, 19, 256.701, , 540.382, , 40.469, , , , 315.819, , 81.205, , 1729.275, P, 6.865, P, -99.990, , 541.972, 
01/02/2001 11:59, 2001, 1, 2, 11, 59, 256.739, , 539.672, , 40.720, , 94.479, , 316.184, , 81.085, , 1759.869, P, 13.517, P, -99.990, , 536.151, 
01/02/2001 12:39, 2001, 1, 2, 12, 39, 256.789, , 540.285, , 40.836, , 95.071, , 316.066, , 81.218, , 1737.822, P, 11.705, P, -99.990, , 541.743, 
01/02/2001 13:19, 2001, 1, 2, 13, 19, 256.683, , 540.539, , 40.162, , 94.548, , 315.939, , 80.822, , 1758.518, P, 12.851, P, -99.990, , 547.247, 
01/02/2001 13:59, 2001, 1, 2, 13, 59, 257.132, , 540.752, , 41.175, , 95.060, , 316.606, P, 81.160, , 1745.173, P, 12.591, P, -99.990, , 533.908, 
01/02/2001 14:39, 2001, 1, 2, 14, 39, 256.704, , 540.479, , 40.008, , 94.702, , 316.293, , 81.024, , 1744.631, P, 14.819, P, -99.990, , 540.555, 
01/02/2001 15:19, 2001, 1, 2, 15, 19, 256.666, , 539.664, , 40.899, , 94.880, , 316.012, , 81.338, , 1733.999, P, 9.232, P, -99.990, , 538.635, 
01/02/2001 16:39, 2001, 1, 2, 16, 39, , , , , , , , , , , , , 1718.286, , , , -99.990, , 546.715, 
01/02/2001 17:19, 2001, 1, 2, 17, 19, 256.481, , 539.819, , 40.932, , 94.824, , 315.569, , 81.388, , 1724.423, P, 11.377, P, -99.990, , 537.474, 
01/02/2001 17:59, 2001, 1, 2, 17, 59, 256.533, , 540.116, , 41.066, , 94.872, , 316.142, , 81.317, , 1721.468, , 10.163, P, -99.990, , 540.872, 
01/02/2001 18:39, 2001, 1, 2, 18, 39, 256.439, , 539.537, , 41.026, , 94.509, , 315.815, , 81.019, , 1721.283, , 8.288, P, -99.990, , 539.707, 
01/02/2001 19:19, 2001, 1, 2, 19, 19, 256.940, , 539.731, , 41.707, , 94.856, , 316.147, , 81.304, , 1723.522, , 8.156, P, -99.990, , 538.362, 
01/02/2001 19:59, 2001, 1, 2, 19, 59, 256.712, , 539.692, , 41.107, , 94.794, , 316.266, , 81.043, , 1729.629, P, 8.858, P, -99.990, , 545.594, 
01/02/2001 20:39, 2001, 1, 2, 20, 39, 256.704, , 539.972, , 40.703, , 95.320, , 316.312, , 81.342, , 1732.386, P, 10.014, P, -99.990, , 537.090, 
01/02/2001 21:19, 2001, 1, 2, 21, 19, 256.767, , 539.454, , 40.828, , 94.468, , 316.415, , 81.397, , 1735.318, P, 11.063, P, -99.990, , 538.856, 
01/02/2001 21:59, 2001, 1, 2, 21, 59, 256.708, , 539.641, , 40.423, , 94.757, , 316.204, , 81.699, , 1729.568, P, 12.081, P, -99.990, , 536.380, 
01/02/2001 22:39, 2001, 1, 2, 22, 39, 256.343, , 539.802, , 41.347, , 95.230, , 315.839, , 81.177, , 1727.798, P, 11.728, P, -99.990, , 537.064, 
01/02/2001 23:19, 2001, 1, 2, 23, 19, 256.744, , 539.958, , 41.654, , 94.515, , 316.104, , 81.524, , 1729.583, P, 11.228, P, -99.990, , 545.279, 
01/02/2001 23:59, 2001, 1, 2, 23, 59, 256.628, , 539.398, , 41.634, , 94.459, , 315.712, , 81.328, , 1731.609, P, 10.777, P, -99.990, , 542.936, 
01/03/2001 00:39, 2001, 1, 3, 0, 39, 257.092, P, 539.914, , 41.265, , 94.791, , 316.423, , 81.918, , 1729.830, P, 11.789, P, -99.990, , 539.620, 
01/03/2001 05:27, 2001, 1, 3, 5, 27, 256.727, , 539.383, , 41.431, , 94.925, , 316.075, , 81.631, , 1722.617, , 10.954, P, -99.990, , 541.072, 
01/03/2001 06:07, 2001, 1, 3, 6, 7, 256.354, , 539.138, , 41.626, , 94.624, , 315.963, , 81.245, , 1723.266, , 11.343, P, -99.990, , 545.167, 
01/03/2001 06:47, 2001, 1, 3, 6, 47, 256.585, , 540.092, , 41.373, , 94.602, , 316.357, , 81.345, , 1723.281, , 11.883, P, -99.990, , 556.185, 
01/03/2001 07:27, 2001, 1, 3, 7, 27, 256.584, , 539.812, , 41.305, , 94.598, , 316.127, , 81.444, , 1724.510, P, 11.343, P, -99.990, , 564.637, P
01/03/2001 08:07, 2001, 1, 3, 8, 7, 256.676, , 539.820, , 41.568, , 94.732, , 315.768, , 81.366, , 1725.665, P, 11.131, P, -99.990, , 554.755, 
01/03/2001 08:47, 2001, 1, 3, 8, 47, 256.413, , 538.947, , 41.193, , 94.683, , 315.708, , 81.340, , 1726.700, P, 11.839, P, -99.990, , 537.489, 
01/03/2001 09:27, 2001, 1, 3, 9, 27, 256.775, , 541.163, P, 41.126, , 94.964, , 316.208, , 81.583, , 1725.900, P, 12.373, P, -99.990, , 539.905, 
01/03/2001 10:07, 2001, 1, 3, 10, 7, 256.393, , 540.438, , 41.155, , 94.475, , 316.163, , 81.207, , 1725.582, P, 11.627, P, -99.990, , 560.644, 
01/03/2001 10:47, 2001, 1, 3, 10, 47, 256.445, , 540.209, , 41.502, , 94.722, , 316.000, , 81.659, , 1723.629, P, 12.178, P, -99.990, , 547.047, 
01/03/2001 11:27, 2001, 1, 3, 11, 27, 256.223, , 539.442, , 41.020, , 94.410, , 316.154, , 81.037, , 1723.803, P, 11.376, P, -99.990, , 534.496, 
