high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2018 00:19, 2018, 1, 1, 0, 19, , , , , -99.990, , , , , , -99.990, , , , , , , , , 
01/01/2018 01:39, 2018, 1, 1, 1, 39, , , , , -99.990, , , , , , -99.990, , 1934.192, , , , 122.398, , 514.078, 
01/01/2018 02:19, 2018, 1, 1, 2, 19, , , , , -99.990, , 79.233, , , , -99.990, , 1935.016, , 17.145, , 122.352, , 512.828, 
01/01/2018 02:59, 2018, 1, 1, 2, 59, 230.403, , 511.061, , -99.990, , 79.160, , 331.581, , -99.990, , 1935.512, , 16.472, , 122.124, , 516.658, 
01/01/2018 03:39, 2018, 1, 1, 3, 39, 229.955, , 510.991, , -99.990, , 79.940, , 331.530, , -99.990, , 1936.656, , 17.614, , 122.907, , 514.150, 
01/01/2018 04:19, 2018, 1, 1, 4, 19, 230.223, , 510.965, , -99.990, , 79.293, , 331.753, , -99.990, , 1936.075, , 17.089, , 122.720, , 515.281, 
01/01/2018 04:59, 2018, 1, 1, 4, 59, 229.612, , 511.353, , -99.990, , 79.750, , 331.620, , -99.990, , 1932.756, , , , 122.696, , 516.847, 
01/01/2018 05:39, 2018, 1, 1, 5, 39, 229.823, , 511.066, , -99.990, , 79.809, , 331.546, , -99.990, , 1935.455, , , , 122.757, , 518.279, 
01/01/2018 06:19, 2018, 1, 1, 6, 19, 229.370, , 510.821, , -99.990, , 79.166, , 331.440, , -99.990, , 1942.234, , 16.950, , 122.580, , 514.152, 
01/01/2018 06:59, 2018, 1, 1, 6, 59, 229.964, , 510.678, , -99.990, , 79.852, , 331.522, , -99.990, , 1947.846, , 17.107, , 121.886, , 512.697, 
01/01/2018 07:39, 2018, 1, 1, 7, 39, 230.143, , 511.394, , -99.990, , 78.956, , 331.642, , -99.990, , 1937.133, , 16.855, , 121.857, , 514.231, 
01/01/2018 08:19, 2018, 1, 1, 8, 19, 229.562, , 510.695, , -99.990, , 79.455, , 331.808, , -99.990, , 1936.882, , 17.177, , 122.234, , 511.147, 
01/01/2018 08:59, 2018, 1, 1, 8, 59, 230.000, , 510.836, , -99.990, , 79.115, , 331.474, , -99.990, , 1933.675, , 17.647, , 120.568, , 512.568, 
01/01/2018 09:39, 2018, 1, 1, 9, 39, 229.651, , 511.177, , -99.990, , 79.276, , 331.678, , -99.990, , 1929.335, , 17.500, , 120.783, , 509.331, 
01/01/2018 10:19, 2018, 1, 1, 10, 19, 230.319, , 510.792, , -99.990, , 79.674, , 331.431, , -99.990, , 1937.893, , 17.577, , 121.411, , 511.857, 
01/01/2018 10:59, 2018, 1, 1, 10, 59, 229.848, , 510.319, , -99.990, , 79.986, , 331.565, , -99.990, , 1933.091, , 18.102, , 121.586, , 512.439, 
01/01/2018 11:39, 2018, 1, 1, 11, 39, 229.719, , 510.673, , -99.990, , 79.488, , 331.714, , -99.990, , 1939.837, , 17.710, , 121.244, , 510.770, 
01/01/2018 12:19, 2018, 1, 1, 12, 19, 230.043, , 510.736, , -99.990, , 79.307, , 331.705, , -99.990, , 1935.678, , 17.049, , 121.549, , 510.128, 
01/01/2018 12:59, 2018, 1, 1, 12, 59, 230.290, , 510.984, , -99.990, , 79.171, , 331.785, , -99.990, , 1944.661, , 16.631, , 126.226, , 515.417, 
01/01/2018 13:39, 2018, 1, 1, 13, 39, 230.817, , 511.222, , -99.990, , 79.593, , 331.864, , -99.990, , 1945.547, , 17.411, , 126.222, , 516.658, 
01/01/2018 14:19, 2018, 1, 1, 14, 19, 230.026, , 510.878, , -99.990, , 79.678, , 331.901, , -99.990, , 1941.590, , 17.718, , 125.926, , 515.697, 
01/01/2018 14:59, 2018, 1, 1, 14, 59, 229.912, , 510.522, , -99.990, , 79.498, , 331.849, , -99.990, , 1942.230, , 17.412, , 124.943, , 514.316, 
01/01/2018 15:39, 2018, 1, 1, 15, 39, 229.920, , 511.052, , -99.990, , 79.535, , 331.777, , -99.990, , 1939.747, , 16.295, , 123.659, , 517.691, 
01/01/2018 16:19, 2018, 1, 1, 16, 19, 229.846, , 510.443, , -99.990, , 79.890, , 331.584, , -99.990, , 1937.264, , 17.025, , 123.716, , 520.093, 
01/01/2018 16:59, 2018, 1, 1, 16, 59, 230.137, , 511.683, , -99.990, , 79.859, , 331.771, , -99.990, , 1942.504, , 17.502, , 123.027, , 519.734, 
01/01/2018 17:39, 2018, 1, 1, 17, 39, 229.814, , 511.107, , -99.990, , 79.681, , 331.581, , -99.990, , 1934.125, , 16.830, , 122.204, , 518.198, 
01/01/2018 18:19, 2018, 1, 1, 18, 19, 230.143, , 511.026, , -99.990, , 79.422, , 331.476, , -99.990, , 1937.100, , 16.888, , 123.378, , 515.313, 
01/01/2018 18:59, 2018, 1, 1, 18, 59, 230.034, , 510.651, , -99.990, , 79.273, , 331.860, , -99.990, , 1930.271, , 17.560, , 122.862, , 517.188, 
01/01/2018 19:39, 2018, 1, 1, 19, 39, 230.128, , 511.065, , -99.990, , 79.450, , 331.753, , -99.990, , 1930.834, , 17.258, , 121.820, , 517.694, 
01/01/2018 20:19, 2018, 1, 1, 20, 19, 229.965, , 511.214, , -99.990, , 79.563, , 331.631, , -99.990, , 1932.890, , 17.223, , 121.426, , 516.368, 
01/01/2018 20:59, 2018, 1, 1, 20, 59, 229.694, , 511.067, , -99.990, , 79.419, , 331.647, , -99.990, , 1932.016, , 16.451, , 121.991, , 519.287, 
01/01/2018 21:39, 2018, 1, 1, 21, 39, 230.011, , 511.280, , -99.990, , 79.842, , 331.383, , -99.990, , 1932.975, , 16.938, , 121.748, , 518.634, 
01/01/2018 22:19, 2018, 1, 1, 22, 19, 230.344, , 511.561, , -99.990, , 79.234, , 331.820, , -99.990, , 1934.887, , 16.481, , 121.473, , 519.221, 
01/01/2018 22:59, 2018, 1, 1, 22, 59, 230.151, , 511.588, , -99.990, , 79.345, , 331.479, , -99.990, , 1937.143, , 17.419, , 122.693, , 515.768, 
01/01/2018 23:39, 2018, 1, 1, 23, 39, 230.025, , 511.090, , -99.990, , , , 331.745, , -99.990, , 1935.502, , 16.787, , 122.690, , 517.327, 
01/02/2018 00:19, 2018, 1, 2, 0, 19, 230.003, , 510.701, , -99.990, , , , 331.493, , -99.990, , 1934.970, , 17.240, , 122.372, , 518.933, 
01/02/2018 01:39, 2018, 1, 2, 1, 39, , , , , -99.990, , , , , , -99.990, , 1943.230, , , , 123.788, , 515.258, 
01/02/2018 02:19, 2018, 1, 2, 2, 19, , , , , -99.990, , 79.584, , , , -99.990, , 1943.913, , 18.284, , 124.851, , 514.590, 
01/02/2018 02:59, 2018, 1, 2, 2, 59, 229.636, , 510.575, , -99.990, , 78.766, , 331.793, , -99.990, , 1979.720, P, 20.369, , 137.500, , 513.267, 
01/02/2018 03:39, 2018, 1, 2, 3, 39, 230.355, , 512.191, , -99.990, , 79.438, , 332.182, , -99.990, , 1954.067, , 19.683, , 128.787, , 512.849, 
01/02/2018 04:19, 2018, 1, 2, 4, 19, 229.058, , 510.041, , -99.990, , 79.331, , 331.475, , -99.990, , 1946.124, , 18.402, , 123.521, , 510.538, 
01/02/2018 04:59, 2018, 1, 2, 4, 59, 230.125, , , , -99.990, , 79.761, , , , -99.990, , 1951.285, , 20.237, , 122.156, , 511.523, 
01/02/2018 06:19, 2018, 1, 2, 6, 19, 229.669, , 510.461, , -99.990, , , , 331.571, , -99.990, , 1928.803, , 15.597, , 114.311, , 521.039, 
01/02/2018 06:59, 2018, 1, 2, 6, 59, 230.423, , 511.130, , -99.990, , , , 331.490, , -99.990, , 1924.931, , 15.160, , 112.050, , 524.918, 
01/02/2018 07:39, 2018, 1, 2, 7, 39, 229.993, , 510.866, , -99.990, , 79.137, , 331.775, , -99.990, , 1934.201, , 15.796, , 117.549, , 522.085, 
01/02/2018 08:19, 2018, 1, 2, 8, 19, 230.025, , 510.876, , -99.990, , 78.894, , 331.496, , -99.990, , 1932.224, , 15.829, , 118.007, , 524.005, 
01/02/2018 08:59, 2018, 1, 2, 8, 59, 230.242, , 511.263, , -99.990, , 79.437, , 331.676, , -99.990, , , , 16.683, , 120.368, , 521.254, 
01/02/2018 09:39, 2018, 1, 2, 9, 39, 230.180, , 510.874, , -99.990, , 79.378, , 331.295, , -99.990, , , , 16.075, , 120.863, , 520.251, 
01/02/2018 10:19, 2018, 1, 2, 10, 19, 229.997, , 510.813, , -99.990, , 79.221, , 331.529, , -99.990, , 1932.574, , 16.815, , 120.452, , 517.079, 
01/02/2018 10:59, 2018, 1, 2, 10, 59, 230.195, , 511.161, , -99.990, , 79.686, , 331.571, , -99.990, , 1937.150, , 16.229, , 121.752, , 519.291, 
01/02/2018 11:39, 2018, 1, 2, 11, 39, 230.029, , 510.615, , -99.990, , 79.584, , 331.428, , -99.990, , 1934.419, , 16.297, , 123.656, , 517.901, 
