high frequency data, created:, 12-Jun-2019
GC-MD, Cape Grim, Tasmania, Lat.:, -40.68, 40.68S, Lon.:, 144.69, 144.69E, Alt:, 94, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2007 00:36, 2007, 1, 1, 0, 36, , , 538.741, , 14.269, , , , , , , , 1723.306, , 7.001, P, -99.990, , 553.978, 
01/01/2007 01:16, 2007, 1, 1, 1, 16, 245.012, , 539.006, , 14.566, , 89.528, , 320.164, , 77.288, , 1721.792, , 7.069, P, -99.990, , 554.326, 
01/01/2007 01:56, 2007, 1, 1, 1, 56, 245.151, , 539.324, , 14.472, , 89.456, , 320.026, , 77.581, , 1722.828, , 6.409, P, -99.990, , 555.432, 
01/01/2007 02:36, 2007, 1, 1, 2, 36, 245.354, , 540.050, , 13.418, , 89.547, , 320.095, , 77.157, , 1722.392, , 6.068, P, -99.990, , 557.668, 
01/01/2007 03:16, 2007, 1, 1, 3, 16, 245.273, , 539.088, , 13.694, , 89.631, , 319.972, , 77.203, , 1722.520, , 5.918, P, -99.990, , 555.604, 
01/01/2007 03:56, 2007, 1, 1, 3, 56, 244.938, , 539.275, , 14.323, , 89.368, , 319.835, , 77.206, , 1721.996, , 6.033, P, -99.990, , 555.857, 
01/01/2007 04:36, 2007, 1, 1, 4, 36, 245.354, , 539.211, , 14.295, , 89.568, , 320.074, , 77.350, , 1722.455, , 5.779, P, -99.990, , 557.452, 
01/01/2007 05:16, 2007, 1, 1, 5, 16, 245.072, , 539.007, , 14.148, , 89.361, , 320.040, , 77.150, , 1721.637, , 6.230, P, -99.990, , 554.095, 
01/01/2007 05:56, 2007, 1, 1, 5, 56, 245.167, , 539.256, , 14.094, , 89.505, , 320.106, , 77.430, , 1721.736, , 6.033, P, -99.990, , 551.432, 
01/01/2007 06:36, 2007, 1, 1, 6, 36, 244.912, , 539.432, , 14.493, , 89.461, , 320.086, , 77.375, , 1722.385, , 5.961, P, -99.990, , 557.017, 
01/01/2007 07:16, 2007, 1, 1, 7, 16, 244.934, , 539.104, , 14.390, , 89.479, , 320.140, , 77.273, , 1722.415, , 5.947, P, -99.990, , 558.769, 
01/01/2007 07:56, 2007, 1, 1, 7, 56, 245.042, , 539.286, , 14.321, , 89.338, , 319.987, , 77.261, , 1723.718, , 6.155, P, -99.990, , 560.622, 
01/01/2007 08:36, 2007, 1, 1, 8, 36, 245.111, , 539.154, , 13.966, , 89.412, , 320.042, , 77.137, , 1721.711, , 5.976, P, -99.990, , 560.474, 
01/01/2007 09:16, 2007, 1, 1, 9, 16, 245.182, , 538.623, , 13.910, , 89.508, , 320.112, , 77.175, , 1724.610, , 5.793, P, -99.990, , 557.231, 
