high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2002 00:14, 2002, 1, 1, 0, 14, , , , , , , , , , , , , , , , , , , , 
01/01/2002 00:54, 2002, 1, 1, 0, 54, 258.452, , 546.965, , 35.541, , 95.132, , 319.086, P, 81.146, , 1930.217, P, 16.180, P, 166.191, P, 484.054, P
01/01/2002 01:34, 2002, 1, 1, 1, 34, 258.453, , 547.782, , 35.107, , 96.108, , 319.262, P, 81.154, , 1941.539, P, 14.839, P, 166.237, P, , 
01/01/2002 02:14, 2002, 1, 1, 2, 14, 258.430, , 547.715, , 35.217, , 95.574, , 319.074, P, 81.179, , 1942.211, P, 17.253, P, 171.770, P, 491.192, 
01/01/2002 02:54, 2002, 1, 1, 2, 54, 258.766, , 547.975, , 35.376, , 95.971, , 318.726, P, 81.693, , 1910.534, P, 14.617, P, 155.602, P, 492.744, 
01/01/2002 03:34, 2002, 1, 1, 3, 34, 258.457, , 547.495, , 35.370, , 95.966, , 318.925, P, 81.561, , 1918.511, P, 15.689, P, 164.146, P, 488.779, 
01/01/2002 04:14, 2002, 1, 1, 4, 14, 258.566, , 547.407, , 37.215, P, 95.127, , 318.773, P, 81.378, , 1911.354, P, 14.603, P, 160.076, P, 495.673, 
01/01/2002 04:54, 2002, 1, 1, 4, 54, 258.493, , 547.814, , 34.665, , 96.005, , 318.375, P, 81.146, , 1889.683, P, 12.660, , 144.762, P, 494.974, 
01/01/2002 05:34, 2002, 1, 1, 5, 34, 258.431, , 547.704, , 34.458, , 96.502, , 318.558, P, 81.227, , 1899.026, P, 12.555, , 144.421, P, 493.373, 
01/01/2002 06:14, 2002, 1, 1, 6, 14, 258.220, , 547.268, , 35.297, , 95.533, , 318.380, P, 81.127, , 1894.944, P, 11.856, , 142.347, P, 494.520, 
01/01/2002 06:54, 2002, 1, 1, 6, 54, 258.504, , 547.682, , 34.086, , 95.259, , 318.454, P, 81.171, , 1895.315, P, 12.547, , 143.094, P, 493.867, 
01/01/2002 07:34, 2002, 1, 1, 7, 34, 258.575, , 547.903, , 34.971, , 96.036, , 318.423, P, 81.434, , , , 11.911, , 143.499, P, 490.868, 
01/01/2002 08:14, 2002, 1, 1, 8, 14, 258.735, , 547.390, , 34.957, , 96.246, , 318.473, P, 81.310, , , , 12.140, , 144.833, P, 497.402, 
01/01/2002 08:54, 2002, 1, 1, 8, 54, 258.554, , 548.079, P, 36.323, , 96.224, , 318.502, P, 81.126, , 1893.882, P, 11.419, , 146.701, P, 499.459, 
01/01/2002 09:34, 2002, 1, 1, 9, 34, 258.851, , 548.027, P, 35.317, , 95.890, , 318.839, P, 81.105, , 1918.287, P, 13.044, , 150.541, P, 493.110, 
01/01/2002 10:14, 2002, 1, 1, 10, 14, 258.766, , 547.583, , 36.036, , 96.052, , 318.850, P, 81.097, , 1920.826, P, 13.478, P, 151.430, P, 493.704, 
01/01/2002 10:54, 2002, 1, 1, 10, 54, 258.780, , 547.802, , 36.635, , 96.061, , 319.127, P, 80.771, , 1935.646, P, 14.113, P, 161.222, P, 490.897, 
01/01/2002 11:34, 2002, 1, 1, 11, 34, 258.596, , 547.936, , 35.919, , 95.635, , 319.270, P, 81.031, , 1932.026, P, 13.366, , 155.198, P, 493.003, 
01/01/2002 12:14, 2002, 1, 1, 12, 14, 258.455, , 547.832, , 35.486, , 95.341, , 318.456, P, 81.317, , 1887.876, P, 13.300, , 141.174, P, 499.723, 
01/01/2002 12:54, 2002, 1, 1, 12, 54, 258.566, , 547.413, , 33.725, , 95.552, , 318.324, P, 81.393, , 1886.461, P, 11.775, , 141.957, P, 499.717, 
01/01/2002 13:34, 2002, 1, 1, 13, 34, 258.425, , 547.304, , 35.221, , 95.669, , 318.474, P, 81.366, , 1899.466, P, 11.867, , 143.812, P, 498.114, 
01/01/2002 14:14, 2002, 1, 1, 14, 14, 258.363, , 548.209, P, 35.134, , 95.968, , 318.580, P, 81.074, , 1886.031, P, 12.656, , 143.561, P, 499.418, 
01/01/2002 14:54, 2002, 1, 1, 14, 54, 258.485, , 547.562, , 34.811, , 95.849, , 318.220, P, 81.035, , 1881.044, P, 12.478, , 141.729, P, 499.090, 
01/01/2002 15:34, 2002, 1, 1, 15, 34, 258.912, P, 547.100, , 36.579, , 96.316, , 318.267, P, 81.346, , 1881.012, P, 12.487, , 144.432, P, 494.276, 
01/01/2002 16:14, 2002, 1, 1, 16, 14, 258.995, P, 547.804, , 34.628, , 95.772, , 318.202, P, 80.967, , 1891.178, P, 12.077, , 148.720, P, 492.253, 
01/01/2002 16:54, 2002, 1, 1, 16, 54, 258.510, , 547.673, , 35.956, , 95.694, , 318.477, P, 81.055, , , , 11.957, , 150.494, P, 494.678, 
01/01/2002 17:34, 2002, 1, 1, 17, 34, 258.150, , 547.729, , 35.525, , 96.214, , 318.074, , 80.942, , 1886.569, P, 11.767, , 149.579, P, 496.739, 
