high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2006 10:39, 2006, 1, 1, 10, 39, , , , , , , , , , , , , 1846.954, , 11.717, , 130.334, , 507.293, 
01/01/2006 11:19, 2006, 1, 1, 11, 19, , , 543.231, , 16.614, , , , 320.287, , 78.269, , 1850.101, , 11.272, , 131.565, , , 
01/01/2006 11:59, 2006, 1, 1, 11, 59, 249.647, , 543.884, , 16.515, , , , 320.385, , 78.372, , 1851.097, , 11.607, , 132.516, , 502.689, 
01/01/2006 12:39, 2006, 1, 1, 12, 39, 249.930, , 544.637, , 16.895, , 92.277, , 320.359, , 78.158, , 1855.005, , 11.366, , 133.474, , 507.175, 
01/01/2006 13:19, 2006, 1, 1, 13, 19, 248.996, , 543.973, , 16.291, , 91.900, , 320.560, , 78.213, , 1851.270, , 11.258, , 134.851, , 505.596, 
01/01/2006 13:59, 2006, 1, 1, 13, 59, 249.761, , 544.407, , 16.912, , 92.006, , 320.573, , 78.237, , 1857.270, , 11.782, , 137.510, , 504.878, 
01/01/2006 14:39, 2006, 1, 1, 14, 39, 250.304, , 544.698, , 17.010, , 92.219, , 320.555, , 78.432, , 1856.120, , 11.586, , 138.995, , 507.741, 
01/01/2006 15:19, 2006, 1, 1, 15, 19, 250.091, , 543.731, , 17.226, , 92.301, , 320.568, , 78.460, , 1854.799, , 11.953, , 140.253, , 504.082, 
01/01/2006 15:59, 2006, 1, 1, 15, 59, 249.728, , 543.885, , 16.777, , 91.949, , 320.421, , 78.362, , 1860.574, , 11.809, , 141.304, , , 
01/01/2006 16:39, 2006, 1, 1, 16, 39, 249.697, , 544.511, , 17.032, , 91.802, , 320.530, , 78.310, , 1858.709, , 11.773, , 142.103, , 508.133, 
01/01/2006 17:19, 2006, 1, 1, 17, 19, 249.817, , 544.369, , 16.901, , 91.846, , 320.517, , 78.183, , 1860.551, , 12.222, , 140.888, , 500.053, 
01/01/2006 17:59, 2006, 1, 1, 17, 59, 249.747, , 544.201, , 17.138, , 92.097, , 320.331, , 78.310, , 1867.100, , 13.212, P, 142.517, , 502.968, 
01/01/2006 18:39, 2006, 1, 1, 18, 39, 249.851, , 543.955, , 16.683, , 91.673, , 320.687, , 78.314, , 1868.489, , 13.791, P, 141.901, , 505.243, 
01/01/2006 19:19, 2006, 1, 1, 19, 19, 249.875, , 544.532, , 16.922, , 92.329, , 320.475, , 78.650, , 1872.251, , 13.953, P, 142.861, , 499.271, 
01/01/2006 19:59, 2006, 1, 1, 19, 59, 249.554, , 544.246, , 17.490, , 92.624, , 320.415, , 78.393, , 1869.431, , 14.205, P, 147.436, , , 
01/01/2006 20:39, 2006, 1, 1, 20, 39, 249.423, , 544.315, , 17.232, , 92.063, , 320.495, , 78.443, , 1867.116, , 13.334, P, 143.318, , 504.804, 
01/01/2006 21:19, 2006, 1, 1, 21, 19, 249.862, , 544.727, , 16.663, , 92.461, , 320.451, , 78.397, , 1867.240, , 13.639, P, 144.403, , 502.706, 
01/01/2006 21:59, 2006, 1, 1, 21, 59, 249.449, , 544.156, , 16.430, , 92.123, , 320.536, , 78.260, , 1855.092, , 12.830, , 141.119, , 499.513, 
01/01/2006 22:39, 2006, 1, 1, 22, 39, 249.581, , 544.297, , 17.346, , 92.420, , 320.411, , 78.356, , 1852.395, , 11.082, , 131.858, , 505.042, 
01/01/2006 23:19, 2006, 1, 1, 23, 19, 249.367, , 543.891, , 18.391, , 92.401, , 320.617, , 78.246, , 1836.000, , 10.424, , 125.706, , 522.802, 
01/01/2006 23:59, 2006, 1, 1, 23, 59, 249.326, , 544.291, , 17.369, , 92.088, , 320.563, , 78.519, , 1838.014, , 10.929, , 127.375, , 519.700, 
01/02/2006 01:19, 2006, 1, 2, 1, 19, , , , , , , , , , , , , 1837.167, , , , 124.620, , 519.898, 
01/02/2006 01:59, 2006, 1, 2, 1, 59, , , , , 16.587, , 92.012, , , , 78.272, , 1842.130, , 10.213, , 124.811, , 514.086, 
01/02/2006 02:39, 2006, 1, 2, 2, 39, 249.144, , 543.855, , 16.510, , 91.684, , 320.128, , 78.118, , 1838.969, , 10.126, , 125.931, , 518.477, 
01/02/2006 03:19, 2006, 1, 2, 3, 19, 249.324, , 544.093, , 16.961, , 92.098, , 320.316, , 78.239, , 1846.512, , 9.905, , 125.858, , 515.187, 
01/02/2006 03:59, 2006, 1, 2, 3, 59, 248.960, , 543.510, , 16.521, , 91.902, , 320.316, , 78.301, , 1843.927, , 10.449, , 125.780, , 517.967, 
01/02/2006 04:39, 2006, 1, 2, 4, 39, 249.351, , 543.823, , 16.615, , 92.044, , 320.348, , 78.288, , 1842.075, , 10.560, , 124.999, , 514.800, 
01/02/2006 05:19, 2006, 1, 2, 5, 19, 249.362, , 543.630, , 16.023, , 92.305, , 320.370, , 78.233, , 1840.093, , 10.713, , 124.824, , 511.348, 
01/02/2006 05:59, 2006, 1, 2, 5, 59, 249.542, , 544.128, , 17.379, , 91.915, , 320.636, , 78.150, , 1834.230, , 10.375, , 123.742, , 514.231, 
01/02/2006 06:40, 2006, 1, 2, 6, 40, 249.579, , 544.838, , 16.740, , 92.035, , 320.326, , 78.351, , 1836.647, , 10.502, , 123.406, , 512.857, 
01/02/2006 07:20, 2006, 1, 2, 7, 20, 249.184, , 544.536, , 16.594, , 92.093, , 320.410, , 78.090, , 1840.173, , 9.961, , 122.713, , 516.651, 
01/02/2006 08:00, 2006, 1, 2, 8, 0, 249.032, , 544.051, , 16.314, , 91.828, , 320.305, , 78.482, , 1840.336, , 9.929, , 123.203, , 516.320, 
01/02/2006 08:40, 2006, 1, 2, 8, 40, 249.740, , 544.138, , 17.476, , 92.602, , 320.328, , 78.628, , 1832.038, , 10.288, , 122.863, , 515.793, 
01/02/2006 09:20, 2006, 1, 2, 9, 20, 249.776, , 543.865, , 17.374, , 92.303, , 320.550, , 78.486, , 1837.411, , 10.147, , 122.408, , 515.008, 
01/02/2006 10:00, 2006, 1, 2, 10, 0, 249.260, , 543.754, , 16.983, , 92.167, , 320.268, , 78.260, , 1834.803, , 10.125, , 123.456, , 517.409, 
01/02/2006 10:40, 2006, 1, 2, 10, 40, 249.679, , 543.261, , 16.336, , 92.336, , 320.272, , 78.357, , 1837.897, , 10.686, , 122.025, , 515.688, 
01/02/2006 11:20, 2006, 1, 2, 11, 20, 249.427, , 543.450, , 16.799, , 92.308, , 320.111, , 78.420, , 1838.570, , 10.546, , 122.341, , 512.890, 
