high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2009 00:35, 2009, 1, 1, 0, 35, 244.358, , 538.361, , 10.655, , 89.390, , 324.443, P, 77.076, P, 1976.190, P, 15.094, P, 205.787, P, 506.444, 
01/01/2009 01:15, 2009, 1, 1, 1, 15, 244.302, , 538.373, , 10.604, , 88.882, , 324.199, P, 76.382, , 1973.808, P, 15.522, P, 207.499, P, 507.622, 
01/01/2009 01:55, 2009, 1, 1, 1, 55, 244.327, , 538.390, , 9.896, , 88.771, , 323.930, , 76.776, , 1968.031, P, 14.547, P, 200.106, P, 504.303, 
01/01/2009 02:35, 2009, 1, 1, 2, 35, 244.796, P, 538.571, , 10.298, , 89.752, P, 324.487, P, 76.908, , 1995.417, P, 17.248, P, 221.976, P, 517.377, 
01/01/2009 03:15, 2009, 1, 1, 3, 15, 244.714, P, 538.376, , 9.926, , 89.914, P, 324.559, P, 77.013, , 2005.828, P, 19.007, P, 218.788, P, 517.021, 
01/01/2009 03:55, 2009, 1, 1, 3, 55, 244.682, P, 538.447, , 10.356, , 89.557, , 324.353, P, 77.212, P, 2021.297, P, 18.779, P, 225.007, P, 513.437, 
01/01/2009 04:35, 2009, 1, 1, 4, 35, 244.683, P, 538.375, , 9.821, , 89.904, P, 324.713, P, 76.890, , 2019.740, P, 16.843, P, 223.483, P, 517.254, 
01/01/2009 05:15, 2009, 1, 1, 5, 15, 244.751, P, 538.329, , 10.162, , 90.199, P, 324.251, P, 76.960, , 2009.089, P, 16.325, P, 218.303, P, 515.191, 
01/01/2009 05:55, 2009, 1, 1, 5, 55, 244.633, P, 538.689, , 10.201, , 90.041, P, 324.000, P, 76.575, , 2002.801, P, 17.229, P, 212.482, P, 509.627, 
01/01/2009 06:35, 2009, 1, 1, 6, 35, 244.627, P, 538.675, , 9.242, , 90.217, P, 324.807, P, 76.755, , 1997.706, P, 16.738, P, 207.627, P, 512.300, 
01/01/2009 07:15, 2009, 1, 1, 7, 15, 244.583, P, 538.461, , 9.511, , 90.231, P, 324.466, P, 76.811, , 2008.855, P, 16.806, P, 204.942, P, 514.035, 
01/01/2009 07:55, 2009, 1, 1, 7, 55, 244.622, P, 537.866, , 10.202, , 89.795, P, 324.059, P, 76.537, , 1997.305, P, 16.201, P, 203.388, P, 507.103, 
01/01/2009 08:35, 2009, 1, 1, 8, 35, 244.896, P, 538.359, , 10.290, , 90.415, P, 324.835, P, 76.638, , 1993.238, P, 16.299, P, 200.349, P, 509.238, 
01/01/2009 09:15, 2009, 1, 1, 9, 15, 244.558, P, 538.196, , 10.482, , 89.792, P, 324.426, P, 77.180, P, 1978.721, P, 15.956, P, 197.082, P, 508.528, 
01/01/2009 09:55, 2009, 1, 1, 9, 55, 244.608, P, 538.388, , 9.958, , 90.515, P, 324.135, P, 76.976, , 1974.761, P, 16.269, P, 194.996, P, 510.596, 
01/01/2009 10:35, 2009, 1, 1, 10, 35, 244.656, P, 538.382, , 10.027, , 90.448, P, 324.466, P, 76.353, , 1979.494, P, 18.494, P, 197.175, P, 514.438, 
01/01/2009 11:15, 2009, 1, 1, 11, 15, 244.723, P, 538.463, , 10.214, , 91.143, P, 324.453, P, 77.183, P, 1985.413, P, 19.721, P, 201.940, P, 519.095, 
01/01/2009 11:55, 2009, 1, 1, 11, 55, 244.700, P, 538.367, , 9.599, , 90.741, P, 324.381, P, 76.931, , 1998.165, P, 20.668, P, 211.075, P, 517.584, 
01/01/2009 12:35, 2009, 1, 1, 12, 35, 245.202, P, 538.658, , 10.144, , 90.448, P, 325.162, P, 77.125, P, 2021.577, P, 20.018, P, 226.713, P, 521.947, P
01/01/2009 13:15, 2009, 1, 1, 13, 15, 245.404, P, 538.498, , 9.841, , 91.753, P, 325.281, P, 76.756, , 2056.733, P, 22.412, P, 253.519, P, 533.580, P
