high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/1998 00:46, 1998, 1, 1, 0, 46, , , , , , , , , , , , , 1831.539, , , , 144.397, , 504.290, 
01/01/1998 01:26, 1998, 1, 1, 1, 26, 264.396, , 540.869, , 72.349, , 99.767, , 314.528, , 83.744, , 1820.900, , 12.263, , 145.546, , 501.765, 
01/01/1998 02:06, 1998, 1, 1, 2, 6, 264.695, , 541.435, , 72.293, , 100.534, , 314.501, , 83.525, , 1828.645, , 12.310, , 145.280, , 501.691, 
01/01/1998 02:46, 1998, 1, 1, 2, 46, 264.451, , 541.402, , 72.508, , 100.006, , 314.223, , 83.808, , 1827.670, , 10.996, , 146.943, , 502.302, 
01/01/1998 03:26, 1998, 1, 1, 3, 26, 264.918, , 541.738, , 73.113, , 99.541, , 314.509, , 84.029, , 1829.076, , 11.666, , 149.902, , 502.803, 
01/01/1998 04:06, 1998, 1, 1, 4, 6, 265.129, , 542.537, , 72.518, , 100.525, , 314.736, , 83.572, , 1828.053, , 12.001, , 149.172, , 507.909, 
01/01/1998 04:46, 1998, 1, 1, 4, 46, 264.371, , 542.299, , 73.553, , 100.639, , 314.576, , 83.371, , 1833.073, , 12.265, , 148.978, , 505.068, 
01/01/1998 05:26, 1998, 1, 1, 5, 26, 264.621, , 542.175, , 72.451, , 100.763, , 314.718, , 83.602, , 1826.899, , 13.001, , 147.847, , 505.681, 
01/01/1998 06:06, 1998, 1, 1, 6, 6, 265.083, , 541.512, , 72.428, , 99.655, , 314.755, , 84.064, , 1821.962, , 12.482, , 147.344, , 506.041, 
01/01/1998 06:46, 1998, 1, 1, 6, 46, 264.659, , 541.609, , 71.809, , 100.249, , 314.705, , 83.569, , 1822.468, , 10.940, , 145.794, , 505.029, 
01/01/1998 07:26, 1998, 1, 1, 7, 26, 265.068, , 541.813, , 72.140, , 100.232, , 314.557, , 83.740, , 1821.939, , 12.453, , 145.622, , 505.296, 
01/01/1998 08:06, 1998, 1, 1, 8, 6, 264.817, , 542.002, , 72.291, , 100.397, , 314.743, , 83.724, , 1819.529, , 12.566, , 143.957, , 507.511, 
01/01/1998 08:46, 1998, 1, 1, 8, 46, 264.280, , 541.517, , 71.810, , 101.039, , 314.115, , 84.131, , 1817.171, , , , 139.763, , 511.009, 
01/01/1998 09:27, 1998, 1, 1, 9, 27, 264.845, , 541.332, , 72.829, , 99.533, , 314.584, , 83.686, , 1822.688, , , , 138.407, , 510.326, 
01/01/1998 10:07, 1998, 1, 1, 10, 7, 264.695, , 542.678, , , , 99.554, , 314.627, , 84.154, , 1816.382, , 12.300, , 138.044, , 506.344, 
01/01/1998 10:47, 1998, 1, 1, 10, 47, 263.658, , 542.092, , 72.661, , 99.564, , 314.379, , 82.829, , 1820.822, , 12.164, , 138.888, , 505.736, 
01/01/1998 11:27, 1998, 1, 1, 11, 27, 264.695, , 542.013, , 71.653, , 99.452, , 314.571, , 83.434, , 1818.223, , 13.443, , 138.980, , 511.921, 
01/01/1998 12:07, 1998, 1, 1, 12, 7, 264.388, , 542.506, , 72.525, , 100.433, , 314.762, , 84.000, , 1819.271, , 13.456, , 136.126, , 516.240, 
01/01/1998 12:47, 1998, 1, 1, 12, 47, 265.290, , 542.847, , 71.645, , 99.349, , 315.300, , 84.864, P, 1819.239, , 11.615, , 134.066, , 514.003, 
01/01/1998 13:27, 1998, 1, 1, 13, 27, 264.294, , 542.026, , 71.892, , 99.834, , 314.282, , 83.564, , 1825.323, , 12.768, , 134.170, , 517.259, 
01/01/1998 14:07, 1998, 1, 1, 14, 7, 264.749, , 541.371, , 72.155, , 100.297, , 314.155, , 83.218, , 1829.253, , 11.861, , 137.500, , 512.361, 
01/01/1998 14:47, 1998, 1, 1, 14, 47, 264.547, , 542.064, , 72.091, , 100.998, , 314.210, , 84.055, , 1828.150, , 11.410, , 136.982, , 514.696, 
01/01/1998 15:27, 1998, 1, 1, 15, 27, 264.571, , 540.960, , 71.241, , 100.214, , 314.848, , 84.149, , 1825.851, , 11.617, , 139.692, , 516.091, 
01/01/1998 16:07, 1998, 1, 1, 16, 7, 264.772, , 542.322, , 72.673, , 100.666, , 314.567, , 84.444, , 1837.211, , 11.354, , 151.354, , 512.263, 
01/01/1998 16:47, 1998, 1, 1, 16, 47, 265.014, , 543.580, , 72.685, , 99.997, , 314.720, , 84.063, , 1837.779, , 11.441, , 150.987, , 516.337, 
01/01/1998 17:27, 1998, 1, 1, 17, 27, 265.212, , 543.040, , 72.010, , 100.607, , 314.599, , 83.638, , 1848.884, , 12.287, , 165.819, P, 510.041, 
01/01/1998 18:07, 1998, 1, 1, 18, 7, 264.759, , 543.860, P, 72.234, , 99.554, , 314.891, , 83.979, , 1847.536, , 11.623, , 172.483, P, 509.240, 
01/01/1998 18:47, 1998, 1, 1, 18, 47, 265.258, , 544.232, P, 73.006, , 99.640, , 314.601, , 83.903, , 1860.680, P, 14.387, P, 186.729, P, 508.528, 
01/01/1998 19:27, 1998, 1, 1, 19, 27, 265.691, P, 546.223, P, 73.507, , 99.336, , 314.953, , 83.425, , 1868.208, P, 13.597, , 194.627, P, 511.727, 
01/01/1998 20:07, 1998, 1, 1, 20, 7, 265.716, P, 545.132, P, 73.881, , 99.824, , 314.872, , 83.628, , 1863.705, P, 14.084, , 204.351, P, 514.209, 
01/01/1998 20:47, 1998, 1, 1, 20, 47, 266.077, P, 546.194, P, 74.576, P, 100.255, , 314.774, , 83.865, , 1872.541, P, 13.244, , 203.196, P, 512.110, 
