high frequency data, created:, 12-Jun-2019
GC-MD, Cape Grim, Tasmania, Lat.:, -40.68, 40.68S, Lon.:, 144.69, 144.69E, Alt:, 94, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/1997 00:46, 1997, 1, 1, 0, 46, , , , , , , , , , , , , 1698.782, , , , 50.041, , 543.561, 
01/01/1997 01:26, 1997, 1, 1, 1, 26, 261.702, , 529.085, , , , , , 312.417, , 82.943, , 1697.902, , 4.461, , 48.709, , 546.457, 
01/01/1997 02:06, 1997, 1, 1, 2, 6, 261.437, , 529.423, , 81.351, , 98.477, , 312.391, , 82.990, , 1698.656, , 5.075, , 49.034, , 543.209, 
01/01/1997 02:46, 1997, 1, 1, 2, 46, 261.562, , 528.998, , 81.028, , 98.952, , 312.256, , 83.177, , 1697.184, , 4.970, , 48.814, , 543.598, 
01/01/1997 03:26, 1997, 1, 1, 3, 26, 261.521, , 528.975, , 81.940, , 98.678, , 312.254, , 82.945, , 1697.399, , 5.096, , 48.792, , 544.748, 
01/01/1997 04:06, 1997, 1, 1, 4, 6, 261.960, , 529.278, , 81.344, , 98.290, , 312.497, , 83.202, , 1698.041, , 5.114, , , , 547.172, 
01/01/1997 04:46, 1997, 1, 1, 4, 46, 261.472, , 528.999, , 81.090, , 98.172, , 312.291, , 83.234, , 1698.773, , 4.695, , , , 547.083, 
01/01/1997 05:26, 1997, 1, 1, 5, 26, 261.690, , 529.146, , 80.923, , 98.879, , 312.452, , 83.110, , 1697.397, , 4.842, , 49.513, , 544.027, 
01/01/1997 06:06, 1997, 1, 1, 6, 6, 261.474, , 529.019, , 81.246, , 98.898, , 312.306, , 83.080, , 1697.157, , 4.959, , 47.698, , 543.105, 
01/01/1997 06:46, 1997, 1, 1, 6, 46, 261.579, , 529.163, , 81.340, , 98.735, , 312.379, , 83.164, , 1697.146, , 5.070, , 49.369, , 546.245, 
01/01/1997 07:26, 1997, 1, 1, 7, 26, 261.583, , 529.196, , 81.002, , 98.485, , 312.471, , 83.296, , 1697.855, , 5.366, , 48.744, , 550.814, 
01/01/1997 08:06, 1997, 1, 1, 8, 6, 261.645, , 528.801, , 81.480, , 98.629, , 312.526, , 83.182, , 1697.429, , 5.393, , 48.480, , 550.235, 
01/01/1997 08:46, 1997, 1, 1, 8, 46, 261.737, , 529.274, , 81.529, , 98.934, , 312.351, , 82.962, , 1695.388, , 4.628, , 49.440, , 548.524, 
