high frequency data, created:, 12-Jun-2019
GC-MD, Cape Grim, Tasmania, Lat.:, -40.68, 40.68S, Lon.:, 144.69, 144.69E, Alt:, 94, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2016 00:11, 2016, 1, 1, 0, 11, , , , , -99.990, , , , , , -99.990, , , , , , -99.990, , , 
01/01/2016 00:51, 2016, 1, 1, 0, 51, 228.663, , 516.008, , -99.990, , 80.015, , 328.559, , -99.990, , 1787.017, , 14.939, P, -99.990, , 549.880, 
01/01/2016 01:31, 2016, 1, 1, 1, 31, 228.479, , 515.925, , -99.990, , 79.805, , 328.462, , -99.990, , 1787.786, P, 16.962, P, -99.990, , 544.072, 
01/01/2016 02:11, 2016, 1, 1, 2, 11, 228.512, , 515.751, , -99.990, , 79.758, , 328.639, , -99.990, , 1785.152, , 16.717, P, -99.990, , 546.050, 
01/01/2016 02:52, 2016, 1, 1, 2, 52, 228.523, , 515.711, , -99.990, , 80.152, , 328.717, , -99.990, , 1784.983, , 12.505, P, -99.990, , 548.871, 
01/01/2016 03:32, 2016, 1, 1, 3, 32, 228.417, , 516.267, , -99.990, , 79.636, , 328.350, , -99.990, , 1783.113, , 11.307, P, -99.990, , 547.151, 
01/01/2016 04:12, 2016, 1, 1, 4, 12, 228.981, , 516.063, , -99.990, , 79.838, , 328.532, , -99.990, , 1783.046, , 10.340, P, -99.990, , 552.712, 
01/01/2016 04:52, 2016, 1, 1, 4, 52, 228.767, , 515.822, , -99.990, , 79.866, , 328.425, , -99.990, , 1783.876, , 9.091, P, -99.990, , 552.408, 
01/01/2016 05:32, 2016, 1, 1, 5, 32, 228.677, , 516.623, , -99.990, , 79.302, , 328.490, , -99.990, , 1782.375, , 8.526, P, -99.990, , 553.090, 
01/01/2016 06:12, 2016, 1, 1, 6, 12, 228.554, , 515.960, , -99.990, , 79.608, , 328.509, , -99.990, , 1782.284, , 8.782, P, -99.990, , 550.868, 
01/01/2016 06:52, 2016, 1, 1, 6, 52, 228.585, , 515.769, , -99.990, , 79.405, , 328.237, , -99.990, , 1781.337, , 9.924, P, -99.990, , 551.139, 
01/01/2016 07:32, 2016, 1, 1, 7, 32, 228.484, , 516.069, , -99.990, , 79.367, , 328.503, , -99.990, , 1782.113, , 9.577, P, -99.990, , 547.961, 
01/01/2016 08:12, 2016, 1, 1, 8, 12, 228.568, , 516.010, , -99.990, , 79.763, , 328.492, , -99.990, , 1783.340, , 8.852, P, -99.990, , 549.847, 
01/01/2016 08:52, 2016, 1, 1, 8, 52, , , , , -99.990, , 79.711, , , , -99.990, , 1784.229, , 9.046, P, -99.990, , 552.820, 
01/01/2016 09:32, 2016, 1, 1, 9, 32, , , , , -99.990, , 79.579, , 328.181, , -99.990, , 1785.307, , 10.431, P, -99.990, , 549.544, 
01/01/2016 10:12, 2016, 1, 1, 10, 12, , , 516.429, , -99.990, , 79.879, , 328.219, , -99.990, , 1784.231, , 11.317, P, -99.990, , 548.825, 
01/01/2016 10:52, 2016, 1, 1, 10, 52, 228.857, , 515.701, , -99.990, , 80.069, , 328.329, , -99.990, , 1784.261, , 11.407, P, -99.990, , 549.655, 
01/01/2016 11:32, 2016, 1, 1, 11, 32, 228.890, , 515.972, , -99.990, , 79.735, , 328.248, , -99.990, , 1787.101, , 12.632, P, -99.990, , 547.568, 
01/01/2016 12:12, 2016, 1, 1, 12, 12, 228.853, , 515.989, , -99.990, , 79.493, , 328.578, , -99.990, , 1784.595, , 15.155, P, -99.990, , 544.236, 
01/01/2016 12:52, 2016, 1, 1, 12, 52, 228.714, , 516.490, , -99.990, , 79.531, , 328.541, , -99.990, , 1787.050, , 16.882, P, -99.990, , 546.239, 
01/01/2016 13:32, 2016, 1, 1, 13, 32, 228.766, , 516.333, , -99.990, , 79.902, , 328.428, , -99.990, , 1786.228, , 19.291, P, -99.990, , 540.858, 
01/01/2016 14:12, 2016, 1, 1, 14, 12, 228.700, , 515.808, , -99.990, , 79.758, , 328.449, , -99.990, , 1787.209, , 20.366, P, -99.990, , 541.929, 
01/01/2016 15:32, 2016, 1, 1, 15, 32, , , , , -99.990, , , , , , -99.990, , 1784.358, , , , -99.990, , 550.436, 
01/01/2016 16:12, 2016, 1, 1, 16, 12, 228.625, , 516.258, , -99.990, , 79.796, , 328.523, , -99.990, , 1783.825, , 13.280, P, -99.990, , 548.818, 
01/01/2016 16:52, 2016, 1, 1, 16, 52, 228.535, , 516.757, , -99.990, , 79.835, , 328.586, , -99.990, , 1783.964, , 10.349, P, -99.990, , 547.857, 
01/01/2016 18:12, 2016, 1, 1, 18, 12, 228.965, , , , -99.990, , 80.118, , , , -99.990, , 1783.538, , 14.252, P, -99.990, , 545.355, 
01/01/2016 18:52, 2016, 1, 1, 18, 52, 228.745, , 516.014, , -99.990, , 79.796, , 328.584, , -99.990, , 1788.795, P, 19.675, P, -99.990, , 543.898, 
01/01/2016 19:32, 2016, 1, 1, 19, 32, 228.859, , 516.569, , -99.990, , 79.652, , 328.442, , -99.990, , 1784.350, , 22.794, P, -99.990, , 542.163, P
01/01/2016 20:12, 2016, 1, 1, 20, 12, 228.640, , 516.204, , -99.990, , 79.843, , 328.378, , -99.990, , 1784.979, , 23.091, P, -99.990, , 542.205, P
01/01/2016 20:52, 2016, 1, 1, 20, 52, 228.841, , 516.378, , -99.990, , 79.658, , 328.551, , -99.990, , 1786.825, , 27.137, P, -99.990, , 541.511, P
01/01/2016 21:32, 2016, 1, 1, 21, 32, 228.732, , 515.450, , -99.990, , 79.664, , 328.437, , -99.990, , 1788.454, , 31.787, P, -99.990, , 536.502, P
01/01/2016 22:12, 2016, 1, 1, 22, 12, 228.677, , 516.603, , -99.990, , 79.590, , 328.480, , -99.990, , 1785.945, , 31.826, P, -99.990, , 536.187, P
01/01/2016 22:52, 2016, 1, 1, 22, 52, 228.535, , 515.560, , -99.990, , 79.550, , 328.388, , -99.990, , 1785.328, , 34.467, P, -99.990, , 534.476, P
01/01/2016 23:32, 2016, 1, 1, 23, 32, 228.441, , 516.080, , -99.990, , 80.003, , 328.779, , -99.990, , 1786.806, P, 35.623, P, -99.990, , 533.446, P
01/02/2016 00:12, 2016, 1, 2, 0, 12, 228.553, , 516.102, , -99.990, , 79.957, , 328.776, , -99.990, , 1788.927, P, 34.846, P, -99.990, , 530.046, P
01/02/2016 00:52, 2016, 1, 2, 0, 52, 228.663, , 516.120, , -99.990, , 79.603, , 328.492, , -99.990, , 1794.485, P, 40.503, P, -99.990, , 528.800, P
01/02/2016 01:32, 2016, 1, 2, 1, 32, 228.588, , 515.735, , -99.990, , 79.490, , 328.255, , -99.990, , 1789.448, P, 22.749, P, -99.990, , 535.569, P
01/02/2016 02:12, 2016, 1, 2, 2, 12, 228.470, , 515.771, , -99.990, , 79.612, , 328.185, , -99.990, , 1789.136, P, 20.249, P, -99.990, , 542.115, P
01/02/2016 02:52, 2016, 1, 2, 2, 52, 228.764, , 515.860, , -99.990, , 79.830, , 328.252, , -99.990, , 1785.452, , 19.054, P, -99.990, , 544.601, 
01/02/2016 03:32, 2016, 1, 2, 3, 32, 228.569, , 515.847, , -99.990, , 80.069, , 328.293, , -99.990, , 1783.804, , 12.294, P, -99.990, , 546.034, 
01/02/2016 04:12, 2016, 1, 2, 4, 12, 228.494, , 515.680, , -99.990, , 79.803, , 328.032, , -99.990, , 1781.999, , 13.458, P, -99.990, , 549.629, 
01/02/2016 04:52, 2016, 1, 2, 4, 52, 228.309, , 515.412, , -99.990, , 79.804, , 328.499, , -99.990, , 1783.133, , 11.293, P, -99.990, , 550.690, 
01/02/2016 05:32, 2016, 1, 2, 5, 32, 228.669, , 516.005, , -99.990, , 79.711, , 328.335, , -99.990, , 1782.036, , 11.524, P, -99.990, , 550.666, 
01/02/2016 06:12, 2016, 1, 2, 6, 12, 228.477, , 516.201, , -99.990, , 79.587, , 328.415, , -99.990, , 1783.132, , 10.411, P, -99.990, , 550.038, 
01/02/2016 06:52, 2016, 1, 2, 6, 52, 228.431, , 515.930, , -99.990, , 79.725, , 328.237, , -99.990, , 1780.725, , 8.928, P, -99.990, , 549.251, 
01/02/2016 07:32, 2016, 1, 2, 7, 32, 228.716, , 516.272, , -99.990, , 79.655, , 328.305, , -99.990, , 1783.331, , 8.275, P, -99.990, , 554.108, 
01/02/2016 08:12, 2016, 1, 2, 8, 12, 228.574, , 516.132, , -99.990, , 79.691, , 328.426, , -99.990, , 1782.327, , 10.898, P, -99.990, , 551.587, 
01/02/2016 08:52, 2016, 1, 2, 8, 52, 228.550, , 515.629, , -99.990, , 79.886, , 328.386, , -99.990, , 1782.316, , 11.535, P, -99.990, , 549.811, 
01/02/2016 09:32, 2016, 1, 2, 9, 32, 228.474, , 515.888, , -99.990, , 79.919, , 328.389, , -99.990, , 1803.782, P, 14.460, P, -99.990, , 545.043, 
01/02/2016 10:12, 2016, 1, 2, 10, 12, 228.533, , 516.218, , -99.990, , 79.940, , 328.384, , -99.990, , 1783.586, , 8.119, P, -99.990, , 551.963, 
01/02/2016 10:52, 2016, 1, 2, 10, 52, 228.531, , 516.074, , -99.990, , 79.404, , 328.278, , -99.990, , 1781.905, , 6.254, P, -99.990, , 553.809, 
01/02/2016 11:32, 2016, 1, 2, 11, 32, 228.474, , 515.811, , -99.990, , 79.772, , 328.165, , -99.990, , 1780.249, , 5.631, , -99.990, , 555.460, 
01/02/2016 12:12, 2016, 1, 2, 12, 12, 228.456, , 515.842, , -99.990, , 80.066, , 328.158, , -99.990, , 1780.522, , 5.122, , -99.990, , 553.544, 
01/02/2016 12:52, 2016, 1, 2, 12, 52, 228.676, , 515.333, , -99.990, , 79.647, , 328.106, , -99.990, , 1785.567, , 5.329, , -99.990, , 564.537, P
01/02/2016 13:32, 2016, 1, 2, 13, 32, 228.440, , 515.800, , -99.990, , 79.539, , 328.114, , -99.990, , 1785.132, , 5.570, , -99.990, , 565.610, P
01/02/2016 14:12, 2016, 1, 2, 14, 12, 228.591, , 515.676, , -99.990, , 80.017, , 327.959, , -99.990, , 1785.619, , 5.609, , -99.990, , 562.411, 
01/02/2016 15:33, 2016, 1, 2, 15, 33, , , , , -99.990, , , , , , -99.990, , 1783.790, , , , -99.990, , 546.754, 
01/02/2016 16:13, 2016, 1, 2, 16, 13, 228.645, , 516.172, , -99.990, , 79.796, , 328.228, , -99.990, , 1781.703, , 7.565, P, -99.990, , 552.849, 
01/02/2016 16:53, 2016, 1, 2, 16, 53, , , , , -99.990, , , , , , -99.990, , 1783.637, , 8.602, P, -99.990, , 547.831, 
01/02/2016 18:13, 2016, 1, 2, 18, 13, 228.664, , 515.471, , -99.990, , 79.986, , 328.232, , -99.990, , 1785.501, , 9.628, P, -99.990, , 547.534, 
01/02/2016 18:53, 2016, 1, 2, 18, 53, , , 516.196, , -99.990, , 79.822, , 328.304, , -99.990, , 1786.784, P, 8.299, P, -99.990, , 545.801, 
01/02/2016 19:33, 2016, 1, 2, 19, 33, , , 516.021, , -99.990, , 79.585, , 328.535, , -99.990, , 1823.403, P, 9.757, P, -99.990, , 582.976, P
01/02/2016 20:13, 2016, 1, 2, 20, 13, 228.663, , 516.305, , -99.990, , 80.027, , 328.349, , -99.990, , 1802.791, P, 8.938, P, -99.990, , 579.050, P
01/02/2016 20:53, 2016, 1, 2, 20, 53, 228.502, , 516.538, , -99.990, , 79.718, , 328.233, , -99.990, , 1785.732, , 7.951, P, -99.990, , 547.010, 
01/02/2016 21:33, 2016, 1, 2, 21, 33, 228.577, , 515.894, , -99.990, , 79.635, , 328.392, , -99.990, , 1783.601, , 7.321, P, -99.990, , 547.942, 
01/02/2016 22:13, 2016, 1, 2, 22, 13, 228.561, , 515.402, , -99.990, , 79.799, , 328.186, , -99.990, , 1783.559, , 7.416, P, -99.990, , 551.919, 
01/02/2016 22:53, 2016, 1, 2, 22, 53, 228.533, , , , -99.990, , 79.651, , 328.258, , -99.990, , 1786.215, , 7.683, P, -99.990, , 550.324, 
01/02/2016 23:33, 2016, 1, 2, 23, 33, 228.244, , 515.835, , -99.990, , 79.584, , 328.368, , -99.990, , 1786.068, , 7.440, P, -99.990, , 553.341, 
01/03/2016 00:13, 2016, 1, 3, 0, 13, 228.594, , 515.936, , -99.990, , 79.792, , 328.230, , -99.990, , 1785.968, , 7.149, P, -99.990, , 553.977, 
01/03/2016 00:53, 2016, 1, 3, 0, 53, 228.500, , 515.731, , -99.990, , 79.440, , 328.271, , -99.990, , 1784.004, , 5.847, P, -99.990, , 555.819, 
01/03/2016 01:33, 2016, 1, 3, 1, 33, 228.860, , 516.266, , -99.990, , 79.937, , 328.179, , -99.990, , 1783.796, , 7.060, P, -99.990, , 550.932, 
01/03/2016 02:13, 2016, 1, 3, 2, 13, 228.758, , 515.525, , -99.990, , 79.865, , 328.304, , -99.990, , 1783.960, , 7.281, P, -99.990, , 545.646, 
01/03/2016 02:53, 2016, 1, 3, 2, 53, 228.436, , 516.165, , -99.990, , 80.157, , 328.344, , -99.990, , 1782.512, , 8.489, P, -99.990, , 547.257, 
01/03/2016 03:33, 2016, 1, 3, 3, 33, 228.469, , 515.838, , -99.990, , 79.705, , 328.062, , -99.990, , 1783.381, , 8.050, P, -99.990, , 549.973, 
01/03/2016 04:13, 2016, 1, 3, 4, 13, 228.522, , 515.638, , -99.990, , 79.825, , 328.097, , -99.990, , 1784.847, , 7.456, P, -99.990, , 548.396, 
01/03/2016 04:53, 2016, 1, 3, 4, 53, 228.671, , 515.871, , -99.990, , 79.942, , 328.301, , -99.990, , 1781.673, , 6.210, P, -99.990, , 558.374, 
01/03/2016 05:33, 2016, 1, 3, 5, 33, 228.472, , 515.901, , -99.990, , 79.921, , 328.203, , -99.990, , 1784.171, , 6.551, P, -99.990, , 556.295, 
01/03/2016 06:13, 2016, 1, 3, 6, 13, 228.620, , 515.680, , -99.990, , 79.748, , 328.388, , -99.990, , 1784.422, , 6.355, P, -99.990, , 556.263, 
01/03/2016 06:53, 2016, 1, 3, 6, 53, 228.607, , 515.857, , -99.990, , 79.871, , 328.305, , -99.990, , 1784.222, , 5.913, P, -99.990, , 558.571, 
01/03/2016 07:33, 2016, 1, 3, 7, 33, 228.567, , 515.532, , -99.990, , 79.617, , 328.197, , -99.990, , 1784.542, , 5.872, P, -99.990, , 557.548, 
01/03/2016 08:13, 2016, 1, 3, 8, 13, 228.791, , 516.029, , -99.990, , 79.892, , 328.263, , -99.990, , 1784.715, , 5.705, , -99.990, , 560.283, 
01/03/2016 08:53, 2016, 1, 3, 8, 53, 228.720, , 515.722, , -99.990, , 79.785, , 328.362, , -99.990, , 1783.032, , 6.007, , -99.990, , 552.127, 
01/03/2016 09:33, 2016, 1, 3, 9, 33, 228.811, , 516.041, , -99.990, , 79.802, , 328.451, , -99.990, , 1781.603, , 5.433, , -99.990, , 553.914, 
01/03/2016 10:13, 2016, 1, 3, 10, 13, 228.520, , 515.868, , -99.990, , 79.696, , 328.324, , -99.990, , 1782.569, , 5.720, , -99.990, , 552.494, 
01/03/2016 10:53, 2016, 1, 3, 10, 53, 228.422, , 515.910, , -99.990, , 79.815, , 328.402, , -99.990, , 1782.794, , 5.676, , -99.990, , 555.683, 
01/03/2016 11:33, 2016, 1, 3, 11, 33, 228.382, , 515.175, , -99.990, , 79.881, , 328.162, , -99.990, , 1782.291, , 5.700, , -99.990, , 551.062, 
