high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/1997 00:46, 1997, 1, 1, 0, 46, , , , , , , , , , , , , 1877.314, , , , 187.846, P, 504.148, 
01/01/1997 01:26, 1997, 1, 1, 1, 26, 266.540, , 541.180, , , , , , , , 84.265, , 1875.237, , 14.551, , 186.846, P, 506.275, 
01/01/1997 02:06, 1997, 1, 1, 2, 6, 266.126, , 541.175, , 87.125, , 101.184, , 314.557, , 84.404, , 1867.952, , 14.737, , 183.336, P, 504.450, 
01/01/1997 02:46, 1997, 1, 1, 2, 46, 266.256, , 541.624, , 86.734, , 101.331, , 314.342, , 84.056, , 1866.384, , 14.008, , 180.098, P, 502.370, 
01/01/1997 03:26, 1997, 1, 1, 3, 26, 266.595, , 541.405, , 86.711, , 100.988, , 314.385, , 83.982, , 1865.868, , 14.377, , 173.510, P, 499.362, 
01/01/1997 04:06, 1997, 1, 1, 4, 6, 266.414, , 540.961, , 86.716, , 101.205, , 314.293, , 84.160, , 1866.294, , 14.276, , 170.173, P, 499.962, 
01/01/1997 04:46, 1997, 1, 1, 4, 46, 266.165, , 541.237, , 86.974, , 101.203, , 314.374, , 83.657, , 1865.285, , 14.021, , 169.396, P, 498.939, 
01/01/1997 05:26, 1997, 1, 1, 5, 26, 265.830, , 540.928, , 86.861, , 101.329, , 314.198, , 83.790, , 1867.970, , 13.411, , 168.784, , 501.735, 
01/01/1997 06:06, 1997, 1, 1, 6, 6, 266.430, , 540.587, , 86.870, , 101.204, , 314.233, , 84.146, , 1861.106, , 13.927, , 167.234, , 500.713, 
01/01/1997 06:46, 1997, 1, 1, 6, 46, 266.075, , 540.420, , 86.821, , 101.157, , 314.304, , 84.322, , 1858.176, , 14.374, , 164.789, , 496.780, 
01/01/1997 07:26, 1997, 1, 1, 7, 26, 266.136, , 541.018, , 86.541, , 100.906, , 314.292, , 84.095, , 1863.192, , 14.223, , 166.878, , 493.845, 
01/01/1997 08:06, 1997, 1, 1, 8, 6, 265.442, , 540.681, , 86.806, , 100.594, , 314.231, , 83.526, , 1860.908, , 13.852, , 160.474, , 498.138, 
01/01/1997 08:46, 1997, 1, 1, 8, 46, 266.079, , 540.649, , 86.899, , 101.205, , 314.468, , 83.834, , 1860.262, , 14.361, , 161.396, , 499.984, 
01/01/1997 09:26, 1997, 1, 1, 9, 26, 266.133, , 540.991, , 86.918, , 101.413, , 314.405, , 84.541, , 1866.465, , 15.424, , 163.542, , 497.589, 
01/01/1997 10:06, 1997, 1, 1, 10, 6, 266.300, , 540.686, , 86.633, , 100.955, , 314.265, , 83.955, , 1867.178, , 16.234, , 163.525, , 496.656, 
01/01/1997 10:46, 1997, 1, 1, 10, 46, 265.845, , 540.620, , 86.469, , 101.353, , 314.257, , 84.098, , 1860.802, , 15.373, , 162.753, , 497.676, 
01/01/1997 11:26, 1997, 1, 1, 11, 26, 266.269, , 540.862, , 86.991, , 101.074, , 314.421, , 83.700, , 1861.766, , 15.204, , 163.089, , 497.836, 
01/01/1997 12:06, 1997, 1, 1, 12, 6, 266.350, , 540.930, , 86.586, , 101.313, , 314.158, , 84.426, , 1861.419, , 14.758, , 163.353, , 504.880, 
01/01/1997 12:46, 1997, 1, 1, 12, 46, 265.915, , 540.970, , 86.848, , 101.240, , 314.239, , 84.046, , 1857.647, , 14.264, , 166.828, , 501.650, 
01/01/1997 13:26, 1997, 1, 1, 13, 26, 266.508, , 541.990, , 86.787, , 101.129, , 314.570, , 84.118, , 1868.338, , 14.777, , 168.599, , 501.256, 
01/01/1997 14:06, 1997, 1, 1, 14, 6, 266.419, , 541.413, , 87.373, , 101.112, , 314.426, , 83.847, , 1869.663, , 15.356, , 170.337, P, 496.273, 
