high frequency data, created:, 12-Jun-2019
GC-MD, Cape Grim, Tasmania, Lat.:, -40.68, 40.68S, Lon.:, 144.69, 144.69E, Alt:, 94, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/02/2002 01:15, 2002, 1, 2, 1, 15, , , 540.067, , , , , , , , , , , , , , -99.990, , , 
01/02/2002 01:55, 2002, 1, 2, 1, 55, , , 540.936, , , , , , , , , , 1721.981, , , , -99.990, , , 
01/02/2002 02:35, 2002, 1, 2, 2, 35, , , 541.341, , , , , , , , , , 1722.956, , , , -99.990, , , 
01/02/2002 03:15, 2002, 1, 2, 3, 15, , , 542.074, , , , , , 316.853, , , , 1721.171, , , , -99.990, , , 
01/02/2002 03:55, 2002, 1, 2, 3, 55, , , 540.870, , , , , , 317.061, , , , 1721.414, , , , -99.990, , , 
01/02/2002 04:35, 2002, 1, 2, 4, 35, , , 541.213, , , , , , 316.759, , , , 1720.497, , , , -99.990, , , 
01/02/2002 05:15, 2002, 1, 2, 5, 15, , , 540.953, , , , , , 317.854, , , , 1720.599, , , , -99.990, , , 
01/02/2002 05:55, 2002, 1, 2, 5, 55, , , , , , , , , 317.550, , , , 1720.030, , , , -99.990, , , 
01/02/2002 06:35, 2002, 1, 2, 6, 35, , , , , , , , , , , , , 1720.546, , , , -99.990, , , 
01/02/2002 07:15, 2002, 1, 2, 7, 15, , , , , , , , , , , , , 1719.771, , , , -99.990, , , 
01/02/2002 07:55, 2002, 1, 2, 7, 55, , , , , , , , , , , , , 1721.349, , , , -99.990, , , 
01/02/2002 08:35, 2002, 1, 2, 8, 35, , , 541.423, , , , , , 316.787, , , , 1722.341, , , , -99.990, , , 
01/02/2002 09:15, 2002, 1, 2, 9, 15, , , 540.896, , , , , , 316.754, , , , , , , , -99.990, , , 
01/02/2002 09:55, 2002, 1, 2, 9, 55, , , 541.354, , , , , , , , , , 1716.335, , , , -99.990, , , 
01/02/2002 10:35, 2002, 1, 2, 10, 35, , , , , , , , , , , , , , , , , -99.990, , , 
01/02/2002 23:42, 2002, 1, 2, 23, 42, , , , , , , , , , , , , 1719.128, , , , -99.990, , , 
01/03/2002 00:22, 2002, 1, 3, 0, 22, , , 541.167, , , , , , 317.145, , , , , , , , -99.990, , , 
01/03/2002 01:02, 2002, 1, 3, 1, 2, , , 540.745, , , , , , 316.819, , , , , , , , -99.990, , , 
01/03/2002 01:42, 2002, 1, 3, 1, 42, , , 541.123, , , , , , 316.764, , , , 1719.615, , , , -99.990, , , 
01/03/2002 02:22, 2002, 1, 3, 2, 22, , , 541.930, , , , , , 316.647, , , , 1718.669, , , , -99.990, , , 
01/03/2002 03:02, 2002, 1, 3, 3, 2, 254.744, , 541.528, , 34.472, , 94.002, , 316.883, , 80.826, , 1718.051, , 5.334, , -99.990, , , 
01/03/2002 03:42, 2002, 1, 3, 3, 42, 255.059, , 540.946, , 34.485, , 93.602, , 316.868, , 80.951, , 1719.286, , 5.605, , -99.990, , , 
01/03/2002 04:22, 2002, 1, 3, 4, 22, 255.097, , 541.020, , 34.956, , 94.274, , 316.733, , 80.871, , 1718.703, , 6.119, , -99.990, , , 
01/03/2002 05:02, 2002, 1, 3, 5, 2, 255.187, , 541.247, , 35.108, , 94.520, , 317.001, , 80.954, , 1718.788, , 5.507, , -99.990, , , 
01/03/2002 05:42, 2002, 1, 3, 5, 42, 254.918, , 541.752, , 34.407, , 94.076, , 317.018, , 80.932, , 1718.660, , 5.680, , -99.990, , , 
01/03/2002 06:22, 2002, 1, 3, 6, 22, 254.813, , 540.629, , 33.553, , 93.937, , 316.600, , 80.672, , 1719.119, , 5.412, , -99.990, , , 
