high frequency data, created:, 12-Jun-2019
GC-MD, Cape Grim, Tasmania, Lat.:, -40.68, 40.68S, Lon.:, 144.69, 144.69E, Alt:, 94, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2006 00:42, 2006, 1, 1, 0, 42, 246.708, , 540.042, , 16.866, , 90.691, , , , 78.200, , 1722.559, , 4.577, , -99.990, , 557.313, 
01/01/2006 01:22, 2006, 1, 1, 1, 22, 246.580, , 540.307, , 16.698, , 90.816, , , , 78.328, , , , 4.507, , -99.990, , 555.167, 
01/01/2006 02:02, 2006, 1, 1, 2, 2, 246.607, , , , 17.012, , 90.697, , , , 78.398, , 1723.329, , 4.942, , -99.990, , 556.246, 
01/01/2006 02:42, 2006, 1, 1, 2, 42, 246.799, , , , 17.021, , 90.274, , 319.759, , 78.634, , , , 4.361, , -99.990, , 555.492, 
01/01/2006 03:22, 2006, 1, 1, 3, 22, 246.824, , 540.295, , 17.063, , 90.434, , 319.458, , 78.293, , , , 4.685, , -99.990, , 557.054, 
01/01/2006 04:02, 2006, 1, 1, 4, 2, 246.995, , 540.806, , 17.224, , 90.435, , 319.368, , 78.176, , , , 4.342, , -99.990, , 557.668, 
01/01/2006 04:42, 2006, 1, 1, 4, 42, 246.989, , 540.737, , 16.406, , 90.596, , 319.531, , 78.230, , 1722.648, , 4.463, , -99.990, , 556.246, 
01/01/2006 05:22, 2006, 1, 1, 5, 22, 246.918, , 540.866, , 16.650, , 90.658, , 319.869, , 78.104, , 1723.731, , 5.051, , -99.990, , 553.742, 
01/01/2006 06:02, 2006, 1, 1, 6, 2, 246.983, , 541.458, , 16.741, , 90.874, , 319.774, , 78.157, , 1722.731, , 5.088, , -99.990, , 554.139, 
01/01/2006 06:42, 2006, 1, 1, 6, 42, 246.835, , 541.068, , 16.848, , 90.582, , 319.802, , 78.187, , 1722.150, , 4.946, , -99.990, , 556.389, 
01/01/2006 07:22, 2006, 1, 1, 7, 22, 246.809, , 540.911, , 16.926, , 90.656, , 319.635, , 78.247, , 1724.460, , 4.569, , -99.990, , 553.598, 
01/01/2006 08:02, 2006, 1, 1, 8, 2, 246.815, , 541.101, , 16.871, , 90.515, , 319.665, , 78.416, , 1722.887, , 4.409, , -99.990, , 554.797, 
01/01/2006 08:42, 2006, 1, 1, 8, 42, 246.642, , 539.923, , 16.953, , 90.849, , 319.274, , 78.124, , 1723.589, , 5.136, , -99.990, , 555.112, 
01/01/2006 09:22, 2006, 1, 1, 9, 22, 246.674, , 540.529, , 17.325, , 90.422, , 319.546, , 78.277, , 1722.888, , 5.016, , -99.990, , 554.427, 
01/01/2006 10:02, 2006, 1, 1, 10, 2, 246.915, , 541.242, , 16.780, , 90.516, , 319.591, , 78.452, , 1724.236, , 4.387, , -99.990, , 555.629, 
01/01/2006 10:42, 2006, 1, 1, 10, 42, 246.711, , 540.687, , 16.846, , 90.384, , 319.517, , 78.152, , 1723.425, , 4.457, , -99.990, , 554.181, 
01/01/2006 11:22, 2006, 1, 1, 11, 22, 247.070, , 541.038, , 16.921, , 90.287, , 319.525, , 78.339, , 1724.214, , 4.651, , -99.990, , 556.009, 
01/01/2006 12:02, 2006, 1, 1, 12, 2, 246.864, , 540.842, , 16.780, , 90.332, , 319.470, , 78.362, , 1722.757, , 4.886, , -99.990, , 555.609, 
01/01/2006 12:42, 2006, 1, 1, 12, 42, 246.702, , 540.691, , 16.406, , 90.330, , 319.437, , 78.323, , 1723.475, , 4.657, , -99.990, , 556.211, 
01/01/2006 13:22, 2006, 1, 1, 13, 22, 246.639, , 540.862, , 17.003, , 90.411, , 319.764, , 78.202, , 1725.125, , 4.375, , -99.990, , 554.552, 
01/01/2006 14:02, 2006, 1, 1, 14, 2, 246.821, , 541.336, , 16.834, , 90.326, , 319.637, , 78.302, , 1725.318, , 4.549, , -99.990, , 554.792, 
01/01/2006 14:42, 2006, 1, 1, 14, 42, , , , , , , , , , , , , 1722.615, , , , -99.990, , 552.204, 
01/01/2006 15:23, 2006, 1, 1, 15, 23, , , , , , , , , , , , , 1722.842, , , , -99.990, , 554.786, 
01/01/2006 16:03, 2006, 1, 1, 16, 3, 246.509, , 540.560, , 16.966, , 90.504, , 319.475, , 78.283, , 1722.896, , 4.566, , -99.990, , 555.634, 
01/01/2006 16:43, 2006, 1, 1, 16, 43, 246.867, , 540.378, , 17.093, , 90.549, , 319.607, , 78.331, , 1724.624, , 4.613, , -99.990, , 552.907, 
01/01/2006 17:23, 2006, 1, 1, 17, 23, 246.825, , 540.962, , 16.722, , 90.858, , 319.433, , 78.346, , 1723.821, , 4.558, , -99.990, , 554.582, 
01/01/2006 18:03, 2006, 1, 1, 18, 3, 247.088, , 541.397, , 17.047, , 90.676, , 319.748, , 78.422, , 1723.491, , 4.404, , -99.990, , 551.791, 
01/01/2006 18:43, 2006, 1, 1, 18, 43, 247.045, , 540.074, , 17.035, , 90.762, , 319.584, , 78.315, , 1722.437, , 4.676, , -99.990, , 554.724, 
01/01/2006 19:23, 2006, 1, 1, 19, 23, 247.004, , 540.561, , 16.791, , 90.333, , 319.794, , 78.284, , 1724.041, , 4.746, , -99.990, , 555.718, 
