high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2005 00:45, 2005, 1, 1, 0, 45, , , , , , , , , , , , , 1857.110, , , , 140.238, , 508.405, 
01/01/2005 01:25, 2005, 1, 1, 1, 25, , , , , 19.768, , 93.656, , , , 79.077, , 1855.314, , 11.264, , 140.092, , 513.283, 
01/01/2005 02:05, 2005, 1, 1, 2, 5, 251.852, , 545.909, , 20.978, , 92.928, , 319.719, , 79.150, , 1855.621, , 11.073, , 139.096, , 511.073, 
01/01/2005 02:45, 2005, 1, 1, 2, 45, 252.162, , 545.819, , 20.760, , 93.491, , 319.696, , 79.360, , 1842.195, , 11.052, , 134.218, , 514.958, 
01/01/2005 03:25, 2005, 1, 1, 3, 25, 252.095, , 545.506, , 20.061, , 93.455, , 319.843, , 79.337, , 1837.854, , 11.318, , 133.173, , 516.589, 
01/01/2005 04:05, 2005, 1, 1, 4, 5, 251.841, , 545.272, , 20.821, , 92.918, , 319.501, , 79.178, , 1845.938, , 11.717, , 133.152, , 513.650, 
01/01/2005 04:45, 2005, 1, 1, 4, 45, 251.857, , 545.490, , 20.143, , 93.677, , 319.830, , 78.909, , 1844.594, , 10.564, , 132.844, , 511.725, 
01/01/2005 05:25, 2005, 1, 1, 5, 25, 252.029, , 545.600, , 19.983, , 93.649, , 319.890, , 78.866, , 1838.896, , 11.620, , 133.123, , 512.435, 
01/01/2005 06:05, 2005, 1, 1, 6, 5, 251.993, , 544.802, , 20.271, , 92.889, , 319.855, , , , 1841.586, , 11.030, , 133.666, , 512.984, 
01/01/2005 06:45, 2005, 1, 1, 6, 45, 251.552, , 545.112, , 20.240, , 92.842, , 319.674, , 79.336, , 1839.996, , 10.898, , 133.245, , 509.694, 
