high frequency data, created:, 12-Jun-2019
GC-MD, Mace Head, Ireland, Lat.:, 53.33, 53.33N, Lon.:, -9.9, 9.9W, Alt:, 5, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: s.odoherty@bristol.ac.uk; dickon.young@bristol.ac.uk; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2007 00:50, 2007, 1, 1, 0, 50, , , , , , , , , , , , , 1856.017, , , , 135.426, , , 
01/01/2007 01:30, 2007, 1, 1, 1, 30, , , , , 14.378, , 91.235, , , , , , 1853.827, , 10.311, , 135.715, , , 
01/01/2007 02:10, 2007, 1, 1, 2, 10, 247.267, , 541.599, , 14.548, , 90.968, , 321.553, , 77.095, , 1847.018, , 12.686, , 135.255, , , 
01/01/2007 02:50, 2007, 1, 1, 2, 50, 247.451, , 541.436, , 14.861, , 90.363, , 321.691, , 77.711, , 1855.677, , 11.349, , 135.548, , , 
01/01/2007 03:30, 2007, 1, 1, 3, 30, 247.859, , 541.537, , 13.558, , 90.350, , 321.570, , 77.610, , 1861.208, , 12.371, , 135.358, , , 
01/01/2007 04:10, 2007, 1, 1, 4, 10, 247.391, , 541.346, , 13.813, , 90.793, , 321.478, , 77.841, , 1853.337, , 12.033, , 133.934, , , 
01/01/2007 04:50, 2007, 1, 1, 4, 50, 247.060, , 541.567, , 14.089, , , , 321.275, , 78.166, , 1850.281, , 11.419, , 134.630, , , 
01/01/2007 05:30, 2007, 1, 1, 5, 30, 246.914, , 541.663, , 15.246, , 90.376, , 321.023, , 77.783, , 1849.026, , 11.113, , 132.898, , , 
01/01/2007 06:10, 2007, 1, 1, 6, 10, 247.011, , 541.842, , 15.164, , 90.895, , 321.432, , 77.773, , 1863.022, , 11.719, , 133.901, , , 
01/01/2007 06:50, 2007, 1, 1, 6, 50, 247.023, , 542.539, , 14.135, , 91.211, , 321.155, , 77.777, , 1857.968, , 12.025, , 133.845, , , 
01/01/2007 07:30, 2007, 1, 1, 7, 30, 247.043, , 541.616, , 14.180, , 91.296, , 321.371, , 77.318, , 1860.400, , 11.691, , 134.014, , , 
01/01/2007 08:10, 2007, 1, 1, 8, 10, 247.396, , 541.907, , 14.384, , 90.476, , 321.432, , 77.302, , 1856.933, , 12.252, , 133.336, , , 
01/01/2007 08:50, 2007, 1, 1, 8, 50, 247.397, , 541.833, , 14.153, , 90.801, , 321.245, , 78.199, , 1847.877, , 11.247, , 133.179, , , 
01/01/2007 09:30, 2007, 1, 1, 9, 30, 246.870, , 541.876, , 14.505, , 90.846, , 322.047, , 77.571, , 1865.451, , 10.608, , 132.759, , , 
01/01/2007 10:10, 2007, 1, 1, 10, 10, 246.914, , 541.763, , 14.609, , 90.699, , 321.351, , 77.807, , 1855.031, , 11.017, , 131.892, , , 
01/01/2007 10:50, 2007, 1, 1, 10, 50, 247.541, , 542.990, , 14.528, , 90.595, , 321.391, , 77.894, , 1861.393, , 12.080, , 132.149, , , 
01/01/2007 11:30, 2007, 1, 1, 11, 30, 246.901, , 541.910, , 14.099, , 90.697, , 321.338, , 77.264, , 1863.861, , 11.841, , 135.016, , , 
01/01/2007 12:10, 2007, 1, 1, 12, 10, 247.375, , 541.731, , 14.980, , 91.273, , 321.298, , 77.716, , 1862.852, , 12.037, , 134.206, , , 
01/01/2007 12:50, 2007, 1, 1, 12, 50, 247.274, , 542.020, , 14.301, , 90.244, , 321.285, , 78.002, , 1853.982, , 11.280, , 133.395, , , 
01/01/2007 13:30, 2007, 1, 1, 13, 30, 246.895, , 541.526, , 12.805, , 90.931, , 321.423, , 77.502, , 1854.334, , 11.726, , , , , 
01/01/2007 14:10, 2007, 1, 1, 14, 10, 247.181, , 541.875, , 14.332, , , , 321.621, , 77.658, , 1858.029, , 10.924, , , , , 
01/01/2007 14:50, 2007, 1, 1, 14, 50, 246.849, , 541.951, , 15.358, , , , 321.462, , 77.618, , 1847.060, , 11.633, , 130.845, , , 
