high frequency data, created:, 12-Jun-2019
GC-MD, Cape Grim, Tasmania, Lat.:, -40.68, 40.68S, Lon.:, 144.69, 144.69E, Alt:, 94, m above sea level
 
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT: paul.krummel@csiro.au; paul.fraser@csiro.au; raywang@eas.gatech.edu 

scale:, --, --, --, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-05, --, SIO-16, --, SIO-05, --, Tohoku-Uni, --, SIO-98, --, CSIRO94, --, MPI-2009, --
unit:, --, --, --, --, ppt, --, ppt, --, ppt, --, ppt, --, ppb, --, ppt, --, ppb, --, ppt, --, ppb, --, ppb, --
mm/dd/yyyy hh:mm, year, month, day, hour, min, CFC-11, flag, CFC-12, flag, CH3CCl3, flag, CCl4, flag, N2O, flag, CFC-113, flag, CH4, flag, CHCl3, flag, CO, flag, H2 flag
01/01/2011 00:38, 2011, 1, 1, 0, 38, 237.373, , 530.386, , -99.990, , 84.936, , 323.912, , -99.990, , 1745.834, , 4.956, , -99.990, , 545.417, 
01/01/2011 01:18, 2011, 1, 1, 1, 18, 236.974, , 529.665, , -99.990, , 84.998, , 323.391, , -99.990, , 1744.283, , 4.888, , -99.990, , 548.952, 
01/01/2011 01:58, 2011, 1, 1, 1, 58, 237.027, , 529.885, , -99.990, , 85.466, , 323.680, , -99.990, , 1745.070, , 4.668, , -99.990, , 550.306, 
01/01/2011 02:38, 2011, 1, 1, 2, 38, 237.444, , 529.938, , -99.990, , 84.790, , 323.665, , -99.990, , 1744.600, , 4.941, , -99.990, , 552.120, 
01/01/2011 03:18, 2011, 1, 1, 3, 18, 237.377, , 530.419, , -99.990, , 85.006, , 323.672, , -99.990, , 1744.524, , 4.611, , -99.990, , 551.020, 
01/01/2011 03:58, 2011, 1, 1, 3, 58, 237.172, , 529.839, , -99.990, , 84.846, , 323.804, , -99.990, , 1745.366, , 4.842, , -99.990, , 550.503, 
01/01/2011 04:38, 2011, 1, 1, 4, 38, 237.015, , 529.843, , -99.990, , 84.912, , 323.554, , -99.990, , 1746.761, , 4.712, , -99.990, , 550.681, 
01/01/2011 05:18, 2011, 1, 1, 5, 18, 236.991, , 530.501, , -99.990, , 84.844, , 323.805, , -99.990, , 1747.249, , 4.949, , -99.990, , 551.929, 
01/01/2011 05:58, 2011, 1, 1, 5, 58, 236.869, , 529.590, , -99.990, , 84.899, , 323.504, , -99.990, , 1746.164, , 4.542, , -99.990, , 551.228, 
01/01/2011 06:38, 2011, 1, 1, 6, 38, 237.208, , 530.468, , -99.990, , 84.937, , 323.794, , -99.990, , 1746.169, , 4.884, , -99.990, , 549.655, 
01/01/2011 07:18, 2011, 1, 1, 7, 18, 237.020, , 530.197, , -99.990, , 85.191, , 323.681, , -99.990, , 1746.562, , 4.879, , -99.990, , 550.138, 
01/01/2011 07:58, 2011, 1, 1, 7, 58, 237.394, , 529.730, , -99.990, , 85.212, , 323.593, , -99.990, , 1746.064, , 4.654, , -99.990, , 551.097, 
01/01/2011 08:38, 2011, 1, 1, 8, 38, 237.015, , 529.729, , -99.990, , 85.083, , 323.557, , -99.990, , 1745.748, , 5.070, , -99.990, , 549.559, 
01/01/2011 09:18, 2011, 1, 1, 9, 18, 237.227, , 530.549, , -99.990, , 84.775, , 324.080, , -99.990, , 1746.998, , 5.024, , -99.990, , 547.423, 
01/01/2011 10:38, 2011, 1, 1, 10, 38, 237.132, , 530.279, , -99.990, , 85.113, , 324.113, , -99.990, , 1749.550, , 5.158, , -99.990, , 545.305, 
01/01/2011 11:58, 2011, 1, 1, 11, 58, 237.242, , 531.072, , -99.990, , 84.792, , 323.866, , -99.990, , 1747.908, , 5.078, , -99.990, , 554.141, 
01/01/2011 13:18, 2011, 1, 1, 13, 18, 237.109, , 530.195, , -99.990, , 84.749, , 324.036, , -99.990, , 1746.775, , 5.151, , -99.990, , 546.954, 
01/01/2011 14:38, 2011, 1, 1, 14, 38, 237.096, , 529.713, , -99.990, , 84.800, , 323.763, , -99.990, , 1748.410, , 5.272, , -99.990, , 553.103, 
01/01/2011 15:58, 2011, 1, 1, 15, 58, 236.882, , 530.175, , -99.990, , 84.949, , 323.997, , -99.990, , 1748.272, , 4.759, , -99.990, , 548.315, 
01/01/2011 17:18, 2011, 1, 1, 17, 18, 237.197, , 530.029, , -99.990, , 84.998, , 323.803, , -99.990, , 1749.633, , 5.307, , -99.990, , 552.784, 
